sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
58,8235,800,620,360,618,308,,,baseline
59,8314,800,618,364,620,79,,,baseline
60,8419,800,620,360,618,105,,,baseline
61,8499,800,618,364,620,80,,,baseline
62,8813,800,620,360,618,314,,,baseline
63,8891,800,618,364,620,78,,,baseline
64,8989,800,620,360,618,98,,,baseline
65,9071,800,618,364,620,82,,,baseline
66,9359,800,620,360,618,288,,,baseline
67,9437,800,618,364,620,78,,,baseline
68,9539,800,620,360,618,102,,,baseline
69,9617,800,618,364,620,78,,,baseline
70,9932,800,620,360,618,315,,,baseline
71,10019,800,618,364,620,87,,,baseline
72,10110,800,620,360,618,91,,,baseline
73,10187,800,618,364,620,77,,,baseline
74,10487,800,620,360,618,300,,,baseline
75,10576,800,618,364,620,89,,,baseline
76,10677,800,620,360,618,101,,,baseline
77,10756,800,618,364,620,79,,,baseline
78,11057,800,620,360,618,301,,,baseline
79,11149,800,618,364,620,92,,,baseline
80,11241,800,620,360,468,92,,,baseline
81,11522,800,468,664,495,281,,,baseline
82,11610,800,495,610,491,88,,,baseline
83,11713,800,491,618,492,103,,,baseline
84,11791,800,492,616,491,78,,,baseline
85,12076,800,491,618,492,285,,,baseline
86,12157,800,492,616,491,81,,,baseline
87,12263,800,491,618,492,106,,,baseline
88,12342,800,492,616,491,79,,,baseline
89,12631,800,491,618,492,289,,,baseline
90,12708,800,492,616,491,77,,,baseline
91,12810,800,491,618,492,102,,,baseline
92,12886,800,492,616,491,76,,,baseline
93,12989,800,491,618,492,103,,,baseline
94,13249,800,492,616,491,260,,,baseline
95,13318,800,491,618,492,69,,,baseline
96,13427,800,492,616,491,109,,,baseline
97,13505,800,491,618,492,78,,,baseline
98,13827,800,492,616,491,322,,,baseline
99,13903,800,491,618,492,76,,,baseline
100,14007,800,492,616,491,104,,,baseline
101,14092,800,491,618,492,85,,,baseline
102,14377,800,492,616,491,285,,,baseline
103,14459,800,491,618,492,82,,,baseline
104,14559,800,492,616,491,100,,,baseline
105,14628,800,491,618,492,69,,,baseline
106,14940,800,492,616,491,312,,,baseline
107,15020,800,491,618,492,80,,,baseline
108,15117,500,492,16,282,97,,,baseline
109,15199,500,282,436,311,82,,,baseline
110,15489,500,311,378,308,290,,,baseline
111,15575,500,308,384,308,86,,,baseline
112,15669,500,308,384,308,94,,,baseline
113,15755,500,308,384,308,86,,,baseline
114,16029,500,308,384,308,274,,,baseline
115,16119,500,308,384,308,90,,,baseline
116,16210,500,308,384,308,91,,,baseline
117,16299,500,308,384,308,89,,,baseline
118,16578,500,308,384,308,279,,,baseline
119,16668,500,308,384,308,90,,,baseline
120,16771,500,308,384,308,103,,,baseline
121,16847,500,308,384,308,76,,,baseline
122,17153,500,308,384,308,306,,,baseline
123,17239,500,308,384,308,86,,,baseline
124,17335,500,308,384,308,96,,,baseline
125,17419,500,308,384,308,84,,,baseline
126,17724,500,308,384,308,305,,,baseline
127,17805,500,308,384,308,81,,,baseline
128,17903,500,308,384,308,98,,,baseline
129,17995,500,308,384,308,92,,,baseline
130,18282,500,308,384,308,287,,,baseline
131,18373,500,308,384,308,91,,,baseline
132,18473,500,308,384,308,100,,,baseline
133,18553,500,308,384,308,80,,,baseline
134,18853,500,308,384,308,300,,,baseline
135,18931,500,308,384,308,78,,,baseline
136,19029,500,308,384,308,98,,,baseline
137,19111,500,308,384,308,82,,,baseline
138,19431,500,308,384,308,320,,,baseline
139,19511,500,308,384,308,80,,,baseline
140,19607,500,308,384,308,96,,,baseline
141,19691,500,308,384,308,84,,,baseline
142,19994,500,308,384,308,303,,,baseline
143,20076,500,308,384,308,82,,,baseline
144,20174,500,308,384,308,98,,,baseline
145,20255,500,308,384,308,81,,,baseline
146,20553,500,308,384,308,298,,,baseline
147,20639,500,308,384,308,86,,,baseline
148,20745,500,308,384,308,106,,,baseline
149,20829,500,308,384,308,84,,,baseline
150,21119,500,308,384,308,290,,,baseline
151,21188,500,308,384,308,69,,,baseline
152,21299,500,308,384,308,111,,,baseline
153,21379,500,308,384,308,80,,,baseline
154,21705,500,308,384,308,326,,,baseline
155,21790,500,308,384,308,85,,,baseline
156,21885,500,308,384,308,95,,,baseline
157,21972,500,308,384,308,87,,,baseline
158,22247,500,308,384,308,275,,,baseline
159,22319,500,308,384,308,72,,,baseline
160,22427,500,308,384,308,108,,,baseline
161,22510,500,308,384,308,83,,,baseline
162,22828,500,308,384,308,318,,,baseline
163,22909,500,308,384,308,81,,,baseline
164,23010,500,308,384,308,101,,,baseline
165,23089,500,308,384,308,79,,,baseline
166,23380,500,308,384,308,291,,,baseline
167,23458,500,308,384,308,78,,,baseline
168,23557,500,308,384,308,99,,,baseline
169,23642,500,308,384,308,85,,,baseline
170,23944,500,308,384,308,302,,,baseline
171,24024,500,308,384,308,80,,,baseline
172,24124,500,308,384,308,100,,,baseline
173,24207,500,308,384,308,83,,,baseline
174,24523,500,308,384,308,316,,,baseline
175,24603,500,308,384,308,80,,,baseline
176,24705,500,308,384,308,102,,,baseline
177,24785,500,308,384,308,80,,,baseline
178,25078,500,308,384,308,293,,,baseline
179,25161,500,308,384,308,83,,,baseline
180,25257,500,308,384,308,96,,,baseline
181,25342,500,308,384,308,85,,,baseline
182,25612,500,308,384,308,270,,,baseline
183,25703,500,308,384,308,91,,,baseline
184,25794,500,308,384,308,91,,,baseline
185,25879,500,308,384,308,85,,,baseline
186,26179,500,308,384,308,300,,,baseline
187,26259,500,308,384,308,80,,,baseline
