sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
45,5434,800,750,677,793,103,677.0,14022,cnn
46,5535,800,793,627,795,101,627.0,10936,cnn
47,5635,800,795,649,804,100,649.0,10822,cnn
48,5743,800,804,646,807,108,646.0,10769,cnn
49,5849,800,807,647,808,106,647.0,10974,cnn
50,5968,800,808,649,810,119,649.0,15931,cnn
51,6078,800,810,648,811,110,648.0,10440,cnn
52,6190,800,811,649,812,112,649.0,11048,cnn
53,6304,800,812,648,811,114,648.0,10979,cnn
54,6406,800,811,650,812,102,650.0,10785,cnn
55,6508,800,812,649,811,102,649.0,11185,cnn
56,6846,800,811,651,812,338,651.0,11108,cnn
57,6946,800,812,650,812,100,650.0,10427,cnn
58,7059,800,812,651,812,113,651.0,14416,cnn
59,7351,800,812,651,812,292,651.0,10881,cnn
60,7462,800,812,651,812,111,651.0,10935,cnn
61,7571,800,812,652,812,109,652.0,11953,cnn
62,7862,800,812,649,811,291,649.0,11185,cnn
63,7982,800,811,646,811,120,646.0,11105,cnn
64,8097,800,811,649,812,115,649.0,11115,cnn
65,8213,800,812,647,811,116,647.0,10938,cnn
66,8526,800,811,647,811,313,647.0,10518,cnn
67,8647,800,811,645,810,121,645.0,14485,cnn
68,8749,800,810,645,810,102,645.0,10921,cnn
69,9090,800,810,644,809,341,644.0,213518,cnn
70,9193,800,809,644,809,103,644.0,10391,cnn
71,9294,800,809,644,809,101,644.0,10387,cnn
72,9585,800,809,643,808,291,643.0,13702,cnn
73,9690,800,808,644,808,105,644.0,10948,cnn
74,9791,800,808,646,809,101,646.0,11070,cnn
75,10090,800,809,646,809,299,646.0,11026,cnn
76,10218,800,809,658,814,128,658.0,14505,cnn
77,10330,800,814,651,813,112,651.0,13673,cnn
78,10431,800,813,659,816,101,659.0,14407,cnn
79,10757,800,816,657,817,326,657.0,10966,cnn
80,10859,800,817,658,817,102,658.0,13847,cnn
81,10962,800,817,660,818,103,660.0,10888,cnn
82,11302,800,818,660,668,340,660.0,228142,cnn
83,11396,800,668,872,671,94,872.0,10782,cnn
84,11503,800,671,1000,717,107,1000.0,10813,cnn
85,11811,800,717,1000,740,308,1000.0,11007,cnn
86,11916,800,740,1000,751,105,1000.0,10728,cnn
87,12018,800,751,1000,756,102,1000.0,10720,cnn
88,12348,800,756,1000,758,330,1000.0,10993,cnn
89,12462,800,758,1000,759,114,1000.0,10351,cnn
90,12565,800,759,999,759,103,999.0,14364,cnn
91,12869,800,759,998,758,304,998.0,10654,cnn
92,12990,800,758,997,758,121,997.0,11804,cnn
93,13102,800,758,997,758,112,997.0,11292,cnn
94,13214,800,758,997,758,112,997.0,14467,cnn
95,13530,800,758,997,758,316,997.0,10907,cnn
96,13629,800,758,997,758,99,997.0,13672,cnn
97,13731,800,758,997,758,102,997.0,10875,cnn
98,14046,800,758,997,758,315,997.0,10778,cnn
99,14149,800,758,997,758,103,997.0,15133,cnn
100,14250,800,758,997,758,101,997.0,10677,cnn
101,14555,800,758,997,758,305,997.0,11058,cnn
102,14686,800,758,997,758,131,997.0,10862,cnn
103,14788,800,758,996,758,102,996.0,10831,cnn
104,15105,800,758,995,757,317,995.0,13944,cnn
105,15225,500,757,665,642,120,665.0,13554,cnn
106,15327,500,642,803,634,102,803.0,10216,cnn
107,15439,500,634,656,578,112,656.0,10564,cnn
108,15751,500,578,713,570,312,713.0,10569,cnn
109,15864,500,570,659,548,113,659.0,10547,cnn
110,15978,500,548,667,538,114,667.0,10348,cnn
111,16288,500,538,653,529,310,653.0,14192,cnn
112,16394,500,529,646,521,106,646.0,10396,cnn
113,16496,500,521,642,516,102,642.0,10728,cnn
114,16830,500,516,639,513,334,639.0,10618,cnn
115,16932,500,513,636,510,102,636.0,10678,cnn
116,17034,500,510,635,507,102,635.0,10701,cnn
117,17349,500,507,635,506,315,635.0,10646,cnn
118,17470,500,506,635,506,121,635.0,13551,cnn
119,17572,500,506,635,506,102,635.0,10724,cnn
120,17674,500,506,634,505,102,634.0,10617,cnn
121,17998,500,505,635,505,324,635.0,15567,cnn
122,18101,500,505,635,505,103,635.0,10810,cnn
123,18202,500,505,635,505,101,635.0,10171,cnn
124,18524,500,505,635,505,322,635.0,14178,cnn
125,18636,500,505,635,505,112,635.0,10636,cnn
126,18738,500,505,635,505,102,635.0,10819,cnn
127,19039,500,505,635,505,301,635.0,10858,cnn
128,19143,500,505,635,505,104,635.0,10774,cnn
129,19255,500,505,635,505,112,635.0,10627,cnn
130,19357,500,505,635,505,102,635.0,10910,cnn
131,19695,500,505,635,505,338,635.0,15718,cnn
132,19799,500,505,635,505,104,635.0,10590,cnn
133,19902,500,505,635,505,103,635.0,10812,cnn
134,20205,500,505,635,505,303,635.0,10728,cnn
135,20308,500,505,635,505,103,635.0,14538,cnn
136,20410,500,505,635,505,102,635.0,11744,cnn
137,20713,500,505,635,505,303,635.0,10956,cnn
138,20834,500,505,635,505,121,635.0,10166,cnn
139,20938,500,505,635,505,104,635.0,10660,cnn
140,21038,500,505,635,505,100,635.0,14011,cnn
141,21386,500,505,634,505,348,634.0,10686,cnn
142,21479,500,505,633,504,93,633.0,14289,cnn
143,21590,500,504,631,503,111,631.0,10720,cnn
144,21930,500,503,632,503,340,632.0,16012,cnn
145,22033,500,503,633,503,103,633.0,13792,cnn
146,22134,500,503,633,503,101,633.0,13370,cnn
147,22448,500,503,633,503,314,633.0,10632,cnn
148,22550,500,503,633,503,102,633.0,10009,cnn
149,22652,500,503,633,503,102,633.0,10782,cnn
150,22953,500,503,633,503,301,633.0,10750,cnn
151,23092,500,503,633,503,139,633.0,14576,cnn
152,23202,500,503,633,503,110,633.0,10099,cnn
153,23534,500,503,633,503,332,633.0,10807,cnn
154,23654,500,503,633,503,120,633.0,13680,cnn
155,23766,500,503,633,503,112,633.0,10467,cnn
156,24113,500,503,633,503,347,633.0,14671,cnn
157,24214,500,503,633,503,101,633.0,10267,cnn
158,24327,500,503,633,503,113,633.0,14043,cnn
159,24664,500,503,633,503,337,633.0,10282,cnn
160,24786,500,503,633,503,122,633.0,10374,cnn
161,24887,500,503,633,503,101,633.0,10772,cnn
162,25225,500,503,633,503,338,633.0,14051,cnn
163,25338,500,503,632,503,113,632.0,10321,cnn
164,25439,500,503,628,501,101,628.0,14108,cnn
165,25742,500,501,628,500,303,628.0,14013,cnn
166,25872,500,500,624,498,130,624.0,10536,cnn
167,25987,500,498,628,499,115,628.0,10434,cnn
168,26090,500,499,626,499,103,626.0,10672,cnn
169,26401,500,499,625,499,311,625.0,15725,cnn
170,26508,500,499,624,498,107,624.0,13652,cnn
