sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
53,8560,800,812,652,812,114,652.0,9004,cnn
54,8860,800,812,652,812,300,652.0,8616,cnn
55,8959,800,812,653,813,99,653.0,8496,cnn
56,9060,800,813,651,813,101,651.0,8570,cnn
57,9160,800,813,651,813,100,651.0,8616,cnn
58,9466,800,813,651,813,306,651.0,13290,cnn
59,9567,800,813,651,813,101,651.0,8729,cnn
60,9668,800,813,650,812,101,650.0,11981,cnn
61,9969,800,812,652,812,301,652.0,9086,cnn
62,10069,800,812,649,811,100,649.0,8625,cnn
63,10179,800,811,646,811,110,646.0,8710,cnn
64,10471,800,811,649,812,292,649.0,8773,cnn
65,10581,800,812,647,811,110,647.0,11875,cnn
66,10683,800,811,647,811,102,647.0,11778,cnn
67,10777,800,811,645,810,94,645.0,12238,cnn
68,11100,800,810,645,660,323,645.0,9055,cnn
69,11194,800,660,872,667,94,872.0,9031,cnn
70,11303,800,667,1000,715,109,1000.0,8783,cnn
71,11595,800,715,1000,738,292,1000.0,8814,cnn
72,11717,800,738,1000,749,122,1000.0,8926,cnn
73,11820,800,749,1000,754,103,1000.0,11666,cnn
74,11921,800,754,1000,757,101,1000.0,8946,cnn
75,12222,800,757,1000,759,301,1000.0,8251,cnn
76,12339,800,759,999,759,117,999.0,12402,cnn
77,12441,800,759,998,758,102,998.0,8533,cnn
78,12730,800,758,997,758,289,997.0,8904,cnn
79,12855,800,758,997,758,125,997.0,16902,cnn
80,12955,800,758,997,758,100,997.0,8525,cnn
81,13062,800,758,997,758,107,997.0,8624,cnn
82,13385,800,758,997,758,323,997.0,18033,cnn
83,13477,800,758,997,758,92,997.0,8476,cnn
84,13584,800,758,997,758,107,997.0,8556,cnn
85,13887,800,758,997,758,303,997.0,11853,cnn
86,13986,800,758,997,758,99,997.0,11937,cnn
87,14088,800,758,997,758,102,997.0,8674,cnn
88,14378,800,758,997,758,290,997.0,10005,cnn
89,14511,800,758,997,758,133,997.0,8666,cnn
90,14622,800,758,997,758,111,997.0,14204,cnn
91,14734,800,758,996,758,112,996.0,8398,cnn
92,15048,800,758,997,758,314,997.0,12906,cnn
93,15149,500,758,638,633,101,638.0,8750,cnn
94,15248,500,633,798,627,99,798.0,8538,cnn
95,15571,500,627,671,580,323,671.0,8242,cnn
96,15679,500,580,706,569,108,706.0,8354,cnn
97,15780,500,569,671,551,101,671.0,8025,cnn
98,16068,500,551,666,540,288,666.0,8129,cnn
99,16187,500,540,654,530,119,654.0,8254,cnn
100,16287,500,530,649,523,100,649.0,8467,cnn
101,16400,500,523,644,518,113,644.0,8877,cnn
102,16720,500,518,641,514,320,641.0,16096,cnn
103,16840,500,514,639,511,120,639.0,8101,cnn
104,16941,500,511,638,509,101,638.0,8719,cnn
105,17289,500,509,638,508,348,638.0,12883,cnn
106,17402,500,508,637,508,113,637.0,8310,cnn
107,17506,500,508,637,508,104,637.0,12005,cnn
108,17827,500,508,636,507,321,636.0,12901,cnn
109,17938,500,507,636,507,111,636.0,8827,cnn
110,18040,500,507,636,507,102,636.0,12003,cnn
111,18385,500,507,636,507,345,636.0,10629,cnn
112,18489,500,507,636,507,104,636.0,8416,cnn
113,18590,500,507,636,507,101,636.0,11928,cnn
114,18896,500,507,636,507,306,636.0,11744,cnn
115,18997,500,507,636,507,101,636.0,8649,cnn
116,19098,500,507,636,507,101,636.0,8517,cnn
117,19418,500,507,636,507,320,636.0,8631,cnn
118,19520,500,507,636,507,102,636.0,8414,cnn
119,19621,500,507,636,507,101,636.0,8310,cnn
120,19722,500,507,636,507,101,636.0,8256,cnn
121,20051,500,507,636,507,329,636.0,13389,cnn
122,20141,500,507,636,507,90,636.0,11747,cnn
123,20248,500,507,636,507,107,636.0,8367,cnn
124,20552,500,507,636,507,304,636.0,8476,cnn
125,20654,500,507,636,507,102,636.0,8303,cnn
126,20754,500,507,635,506,100,635.0,11662,cnn
127,21089,500,506,636,506,335,636.0,11176,cnn
128,21208,500,506,635,506,119,635.0,8697,cnn
129,21308,500,506,633,505,100,633.0,8739,cnn
130,21638,500,505,634,505,330,634.0,8670,cnn
131,21760,500,505,634,505,122,634.0,8241,cnn
132,21860,500,505,634,505,100,634.0,8256,cnn
133,22193,500,505,634,505,333,634.0,8767,cnn
134,22293,500,505,634,505,100,634.0,8142,cnn
135,22395,500,505,634,505,102,634.0,8182,cnn
136,22494,500,505,634,505,99,634.0,11807,cnn
137,22819,500,505,634,505,325,634.0,8027,cnn
138,22920,500,505,634,505,101,634.0,11757,cnn
139,23026,500,505,634,505,106,634.0,8221,cnn
140,23345,500,505,634,505,319,634.0,11642,cnn
141,23456,500,505,634,505,111,634.0,14196,cnn
142,23557,500,505,634,505,101,634.0,8514,cnn
143,23864,500,505,634,505,307,634.0,8884,cnn
144,23976,500,505,634,505,112,634.0,7224,cnn
145,24084,500,505,634,505,108,634.0,9361,cnn
146,24413,500,505,634,505,329,634.0,7107,cnn
147,24543,500,505,634,505,130,634.0,8311,cnn
148,24643,500,505,634,505,100,634.0,11873,cnn
149,24946,500,505,634,505,303,634.0,11755,cnn
150,25072,500,505,634,505,126,634.0,11756,cnn
151,25181,500,505,633,504,109,633.0,9674,cnn
152,25292,500,504,628,502,111,628.0,11592,cnn
153,25603,500,502,628,501,311,628.0,8771,cnn
154,25712,500,501,624,499,109,624.0,8343,cnn
155,25817,500,499,626,499,105,626.0,12557,cnn
156,26143,500,499,625,499,326,625.0,11821,cnn
157,26244,500,499,624,498,101,624.0,8463,cnn
