sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
66,13299,519,251,536,328,122,536.0,2,yolo
67,13422,519,328,382,319,123,382.0,1,yolo
68,13770,419,319,200,251,348,200.0,3,yolo
69,13884,519,251,536,328,114,536.0,2,yolo
70,14248,519,328,382,319,364,382.0,1,yolo
71,14362,419,319,200,251,114,200.0,2,yolo
72,14474,519,251,536,328,112,536.0,3,yolo
73,14826,519,328,382,319,352,382.0,0,yolo
74,14956,419,319,200,251,130,200.0,3,yolo
75,15068,519,251,536,328,112,536.0,2,yolo
76,15410,519,328,382,319,342,382.0,1,yolo
77,15522,419,319,200,251,112,200.0,2,yolo
78,15637,519,251,536,328,115,536.0,2,yolo
79,15982,519,328,382,319,345,382.0,0,yolo
80,16107,419,319,200,251,125,200.0,3,yolo
81,16468,519,251,536,328,361,536.0,2,yolo
82,16582,519,328,382,319,114,382.0,0,yolo
83,16702,419,319,200,251,120,200.0,15,yolo
84,17050,519,251,536,328,348,536.0,2,yolo
85,17160,519,328,382,319,110,382.0,0,yolo
86,17272,419,319,200,251,112,200.0,2,yolo
87,17618,519,251,536,328,346,536.0,2,yolo
88,17728,519,328,382,319,110,382.0,1,yolo
89,17841,419,319,200,251,113,200.0,2,yolo
90,18178,519,251,536,328,337,536.0,3,yolo
91,18290,519,328,382,319,112,382.0,1,yolo
92,18412,419,319,200,251,122,200.0,2,yolo
93,18749,519,251,536,328,337,536.0,2,yolo
94,18858,519,328,382,319,109,382.0,0,yolo
95,18976,419,319,200,251,118,200.0,2,yolo
96,19330,519,251,536,328,354,536.0,2,yolo
97,19440,519,328,382,319,110,382.0,0,yolo
98,19579,419,319,200,251,139,200.0,3,yolo
99,19926,519,251,536,328,347,536.0,2,yolo
100,20038,519,328,382,319,112,382.0,1,yolo
101,20150,419,319,200,251,112,200.0,2,yolo
102,20489,519,251,536,328,339,536.0,2,yolo
103,20599,519,328,382,319,110,382.0,1,yolo
104,20712,419,319,200,251,113,200.0,2,yolo
105,21053,519,251,536,328,341,536.0,2,yolo
106,21175,519,328,382,319,122,382.0,1,yolo
107,21526,419,319,200,251,351,200.0,2,yolo
108,21665,519,251,536,328,139,536.0,2,yolo
109,21777,519,328,382,319,112,382.0,1,yolo
110,22128,419,319,200,251,351,200.0,2,yolo
111,22250,519,251,536,328,122,536.0,3,yolo
112,22372,519,328,382,319,122,382.0,0,yolo
113,22686,419,319,200,251,314,200.0,2,yolo
114,22810,519,251,536,328,124,536.0,3,yolo
115,22921,519,328,382,319,111,382.0,1,yolo
116,23250,419,319,200,251,329,200.0,2,yolo
117,23363,519,251,536,328,113,536.0,3,yolo
118,23483,519,328,382,319,120,382.0,0,yolo
119,23798,419,319,200,251,315,200.0,2,yolo
120,23911,519,251,536,328,113,536.0,2,yolo
121,24022,519,328,382,319,111,382.0,0,yolo
122,24354,419,319,200,251,332,200.0,2,yolo
123,24467,519,251,536,328,113,536.0,2,yolo
124,24578,519,328,382,319,111,382.0,1,yolo
125,24940,419,319,200,251,362,200.0,2,yolo
126,25062,519,251,536,328,122,536.0,2,yolo
127,25174,519,328,382,319,112,382.0,0,yolo
128,25514,419,319,200,251,340,200.0,2,yolo
129,25627,519,251,536,328,113,536.0,3,yolo
130,25737,519,328,382,319,110,382.0,1,yolo
131,26062,419,319,200,251,325,200.0,2,yolo
132,26187,519,251,536,328,125,536.0,2,yolo
