sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
124,20530,500,506,636,506,109,636.0,11547,cnn
125,20630,500,506,636,506,100,636.0,8739,cnn
126,20971,500,506,636,506,341,636.0,12572,cnn
127,21083,500,506,636,506,112,636.0,8379,cnn
128,21183,500,506,635,506,100,635.0,8897,cnn
129,21522,500,506,634,505,339,634.0,12465,cnn
130,21623,500,505,632,504,101,632.0,11883,cnn
131,21723,500,504,634,504,100,634.0,8371,cnn
132,22025,500,504,634,504,302,634.0,8357,cnn
133,22129,500,504,634,504,104,634.0,8196,cnn
134,22238,500,504,634,504,109,634.0,8106,cnn
135,22529,500,504,634,504,291,634.0,8233,cnn
136,22679,500,504,634,504,150,634.0,8206,cnn
137,22795,500,504,634,504,116,634.0,8037,cnn
138,23091,500,504,634,504,296,634.0,11656,cnn
139,23221,500,504,634,504,130,634.0,8649,cnn
140,23329,500,504,634,504,108,634.0,11982,cnn
141,23645,500,504,634,504,316,634.0,8389,cnn
142,23763,500,504,634,504,118,634.0,8104,cnn
143,23867,500,504,634,504,104,634.0,8429,cnn
144,23968,500,504,634,504,101,634.0,8418,cnn
145,24289,500,504,634,504,321,634.0,12709,cnn
146,24389,500,504,634,504,100,634.0,8107,cnn
147,24502,500,504,634,504,113,634.0,11735,cnn
148,24797,500,504,634,504,295,634.0,17353,cnn
149,24909,500,504,634,504,112,634.0,8368,cnn
150,25009,500,504,634,504,100,634.0,11843,cnn
151,25301,500,504,634,504,292,634.0,11696,cnn
152,25422,500,504,633,504,121,633.0,8341,cnn
153,25525,500,504,628,502,103,628.0,9036,cnn
154,25627,500,502,628,501,102,628.0,8224,cnn
155,25964,500,501,624,499,337,624.0,13548,cnn
156,26064,500,499,626,499,100,626.0,11801,cnn
