sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
109,20834,519,328,382,319,111,382.0,1,yolo
110,20948,419,319,200,251,114,200.0,2,yolo
111,21283,519,251,536,328,335,536.0,3,yolo
112,21392,519,328,382,319,109,382.0,1,yolo
113,21516,419,319,200,251,124,200.0,2,yolo
114,21843,519,251,536,328,327,536.0,2,yolo
115,21956,519,328,382,319,113,382.0,1,yolo
116,22071,419,319,200,251,115,200.0,2,yolo
117,22419,519,251,536,328,348,536.0,3,yolo
118,22530,519,328,382,319,111,382.0,0,yolo
119,22899,419,319,200,251,369,200.0,2,yolo
120,23014,519,251,536,328,115,536.0,2,yolo
121,23126,519,328,382,319,112,382.0,1,yolo
122,23475,419,319,200,251,349,200.0,2,yolo
123,23600,519,251,536,328,125,536.0,3,yolo
124,23714,519,328,382,319,114,382.0,1,yolo
125,24045,419,319,200,251,331,200.0,2,yolo
126,24164,519,251,536,328,119,536.0,3,yolo
127,24280,519,328,382,319,116,382.0,1,yolo
128,24643,419,319,200,251,363,200.0,2,yolo
129,24756,519,251,536,328,113,536.0,2,yolo
130,24869,519,328,382,319,113,382.0,0,yolo
131,25236,419,319,200,251,367,200.0,5,yolo
132,25361,519,251,536,328,125,536.0,3,yolo
133,25711,519,328,382,319,350,382.0,0,yolo
134,25823,419,319,200,251,112,200.0,2,yolo
135,25936,519,251,536,328,113,536.0,2,yolo
136,26288,519,328,382,319,352,382.0,1,yolo
137,26403,419,319,200,251,115,200.0,2,yolo
