sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
50,5130,800,352,640,573,101,640.0,10550,ai
51,5212,800,573,645,694,82,645.0,9844,ai
52,5336,800,694,631,750,124,631.0,9951,ai
53,5423,800,750,677,793,87,677.0,10952,ai
54,5537,800,793,627,795,114,627.0,12774,ai
55,5638,800,795,649,804,101,649.0,11904,ai
56,5745,800,804,646,807,107,646.0,11048,ai
57,5845,800,807,647,808,100,647.0,11054,ai
58,5948,800,808,649,810,103,649.0,9963,ai
59,6043,800,810,648,811,95,648.0,9770,ai
60,6149,800,811,649,812,106,649.0,12498,ai
61,6253,800,812,648,811,104,648.0,10971,ai
62,6359,800,811,647,811,106,647.0,10964,ai
63,6458,800,811,643,810,99,643.0,9987,ai
64,6545,800,810,647,810,87,647.0,11010,ai
65,6653,800,810,648,811,108,648.0,10619,ai
66,6762,800,811,645,810,109,645.0,12130,ai
67,6863,800,810,646,810,101,646.0,9963,ai
68,6973,800,810,645,810,110,645.0,9800,ai
69,7083,800,810,643,809,110,643.0,11235,ai
70,7188,800,809,644,809,105,644.0,9899,ai
71,7273,800,809,643,808,85,643.0,9834,ai
72,7391,800,808,644,808,118,644.0,10865,ai
73,7476,800,808,644,808,85,644.0,11116,ai
74,7597,800,808,644,808,121,644.0,13627,ai
75,7700,800,808,644,808,103,644.0,10467,ai
76,7797,800,808,644,808,97,644.0,9266,ai
77,7901,800,808,644,808,104,644.0,14305,ai
78,7984,800,808,644,808,83,644.0,10583,ai
79,8108,800,808,644,808,124,644.0,12375,ai
80,8193,800,808,644,808,85,644.0,9976,ai
81,8310,800,808,644,808,117,644.0,13088,ai
82,8393,800,808,644,808,83,644.0,10040,ai
83,8521,800,808,644,808,128,644.0,14436,ai
84,8604,800,808,644,808,83,644.0,9556,ai
85,8727,800,808,644,808,123,644.0,13694,ai
86,8824,800,808,644,808,97,644.0,10627,ai
87,8940,800,808,644,808,116,644.0,12779,ai
88,9025,800,808,644,808,85,644.0,11048,ai
89,9148,800,808,644,808,123,644.0,13487,ai
90,9233,800,808,644,808,85,644.0,9723,ai
91,9333,800,808,644,808,100,644.0,10504,ai
92,9433,800,808,644,808,100,644.0,10560,ai
93,9543,800,808,644,808,110,644.0,10751,ai
94,9643,800,808,644,808,100,644.0,9559,ai
95,9752,800,808,644,808,109,644.0,10872,ai
96,9852,800,808,643,808,100,643.0,11154,ai
97,9960,800,808,646,809,108,646.0,9962,ai
98,10062,800,809,645,809,102,645.0,10689,ai
99,10172,800,809,657,813,110,657.0,9338,ai
100,10273,800,813,652,813,101,652.0,9562,ai
101,10372,800,813,658,815,99,658.0,10837,ai
102,10464,800,815,658,817,92,658.0,9747,ai
103,10578,800,817,658,817,114,658.0,12597,ai
104,10663,800,817,660,818,85,660.0,8989,ai
105,10777,800,818,660,818,114,660.0,12571,ai
106,10880,800,818,662,819,103,662.0,9226,ai
107,10965,800,819,661,819,85,661.0,10686,ai
108,11082,800,819,662,820,117,662.0,11372,ai
109,11192,800,820,670,823,110,670.0,10192,ai
110,11302,800,823,680,827,110,680.0,10572,ai
111,11393,800,827,679,829,91,679.0,9351,ai
112,11513,800,829,680,830,120,680.0,13685,ai
113,11606,800,830,684,832,93,684.0,9385,ai
114,11728,800,832,684,833,122,684.0,12700,ai
115,11816,800,833,682,833,88,682.0,10711,ai
116,11940,800,833,676,831,124,676.0,14746,ai
117,12040,800,831,676,830,100,676.0,10601,ai
118,12143,800,830,673,829,103,673.0,10500,ai
119,12250,800,829,672,828,107,672.0,11084,ai
120,12353,800,828,671,827,103,671.0,10719,ai
121,12443,800,827,670,826,90,670.0,11303,ai
122,12568,800,826,670,826,125,670.0,13025,ai
123,12672,800,826,669,676,104,669.0,9820,ai
124,12773,800,676,868,674,101,868.0,10562,ai
125,12882,800,674,1000,719,109,1000.0,9711,ai
126,12979,800,719,1000,740,97,1000.0,9583,ai
127,13091,800,740,1000,751,112,1000.0,13663,ai
128,13174,800,751,1000,756,83,1000.0,10070,ai
129,13301,800,756,1000,758,127,1000.0,13190,ai
130,13384,800,758,1000,759,83,1000.0,11038,ai
131,13493,800,759,998,758,109,998.0,11503,ai
132,13615,800,758,996,758,122,996.0,11205,ai
133,13732,800,758,995,757,117,995.0,9406,ai
134,13844,800,757,995,757,112,995.0,10803,ai
135,13933,800,757,995,757,89,995.0,10338,ai
136,14049,800,757,995,757,116,995.0,12553,ai
137,14133,800,757,995,757,84,995.0,10641,ai
138,14260,800,757,995,757,127,995.0,13386,ai
139,14346,800,757,995,757,86,995.0,10416,ai
140,14456,800,757,995,757,110,995.0,10516,ai
141,14564,800,757,995,757,108,995.0,12991,ai
142,14679,800,757,995,757,115,995.0,9311,ai
143,14790,800,757,995,757,111,995.0,11117,ai
144,14873,800,757,995,757,83,995.0,9786,ai
145,15001,800,757,995,757,128,995.0,15652,ai
146,15085,500,757,630,630,84,630.0,11459,ai
147,15192,500,630,791,624,107,791.0,10413,ai
148,15303,500,624,637,567,111,637.0,10867,ai
149,15412,500,567,703,561,109,703.0,11323,ai
150,15523,500,561,645,538,111,645.0,9620,ai
151,15613,500,538,660,531,90,660.0,11163,ai
152,15739,500,531,645,522,126,645.0,12876,ai
153,15823,500,522,642,517,84,642.0,9865,ai
154,15949,500,517,639,512,126,639.0,14247,ai
155,16032,500,512,637,509,83,637.0,10260,ai
156,16160,500,509,636,507,128,636.0,12763,ai
157,16262,500,507,636,507,102,636.0,9284,ai
158,16373,500,507,635,506,111,635.0,9796,ai
159,16482,500,506,635,506,109,635.0,11582,ai
160,16583,500,506,634,505,101,634.0,9572,ai
161,16693,500,505,634,505,110,634.0,10423,ai
162,16783,500,505,634,505,90,634.0,10062,ai
163,16909,500,505,634,505,126,634.0,13993,ai
164,16993,500,505,634,505,84,634.0,9412,ai
165,17113,500,505,634,505,120,634.0,13347,ai
166,17195,500,505,634,505,82,634.0,10610,ai
167,17313,500,505,634,505,118,634.0,12757,ai
168,17411,500,505,634,505,98,634.0,10709,ai
169,17525,500,505,634,505,114,634.0,14089,ai
170,17613,500,505,634,505,88,634.0,10021,ai
171,17740,500,505,634,505,127,634.0,15114,ai
172,17823,500,505,634,505,83,634.0,10838,ai
173,17948,500,505,634,505,125,634.0,12972,ai
174,18033,500,505,634,505,85,634.0,10982,ai
175,18156,500,505,634,505,123,634.0,14901,ai
176,18244,500,505,634,505,88,634.0,10783,ai
177,18357,500,505,634,505,113,634.0,13090,ai
178,18443,500,505,634,505,86,634.0,9528,ai
179,18568,500,505,634,505,125,634.0,12982,ai
180,18653,500,505,634,505,85,634.0,10502,ai
181,18779,500,505,633,504,126,633.0,13321,ai
182,18864,500,504,634,504,85,634.0,9890,ai
183,18988,500,504,633,504,124,633.0,12924,ai
184,19084,500,504,631,503,96,631.0,9649,ai
185,19194,500,503,632,503,110,632.0,21973,ai
186,19303,500,503,632,503,109,632.0,10354,ai
187,19412,500,503,632,503,109,632.0,10796,ai
188,19513,500,503,632,503,101,632.0,10388,ai
189,19613,500,503,632,503,100,632.0,10620,ai
190,19723,500,503,632,503,110,632.0,9442,ai
191,19842,500,503,632,503,119,632.0,15328,ai
192,19953,500,503,632,503,111,632.0,10625,ai
193,20049,500,503,632,503,96,632.0,10511,ai
194,20159,500,503,632,503,110,632.0,13995,ai
195,20259,500,503,632,503,100,632.0,10382,ai
196,20361,500,503,632,503,102,632.0,10054,ai
197,20462,500,503,632,503,101,632.0,9516,ai
198,20562,500,503,632,503,100,632.0,9243,ai
199,20671,500,503,632,503,109,632.0,10782,ai
200,20772,500,503,632,503,101,632.0,11196,ai
201,20862,500,503,632,503,90,632.0,10839,ai
202,20976,500,503,632,503,114,632.0,12871,ai
203,21056,500,503,632,503,80,632.0,9243,ai
204,21179,500,503,631,502,123,631.0,9909,ai
205,21266,500,502,627,500,87,627.0,10859,ai
206,21388,500,500,626,499,122,626.0,13656,ai
207,21488,500,499,623,498,100,623.0,10980,ai
208,21573,500,498,627,499,85,627.0,11067,ai
209,21689,500,499,625,499,116,625.0,12550,ai
210,21788,500,499,624,498,99,624.0,10062,ai
211,21891,500,498,625,498,103,625.0,11473,ai
212,21993,500,498,625,498,102,625.0,10951,ai
213,22083,500,498,625,498,90,625.0,9671,ai
214,22197,500,498,625,498,114,625.0,13209,ai
215,22299,500,498,625,498,102,625.0,9681,ai
216,22384,500,498,625,498,85,625.0,9162,ai
217,22509,500,498,625,498,125,625.0,11494,ai
218,22593,500,498,625,498,84,625.0,9678,ai
219,22711,500,498,625,498,118,625.0,12674,ai
220,22796,500,498,625,498,85,625.0,11797,ai
221,22904,500,498,625,498,108,625.0,10944,ai
222,23013,500,498,625,498,109,625.0,12298,ai
223,23132,500,498,625,498,119,625.0,11187,ai
224,23227,500,498,625,498,95,625.0,10432,ai
225,23339,500,498,625,498,112,625.0,14445,ai
226,23423,500,498,625,498,84,625.0,10676,ai
227,23548,500,498,625,498,125,625.0,12388,ai
228,23633,500,498,625,498,85,625.0,9394,ai
229,23748,500,498,625,498,115,625.0,9145,ai
230,23832,500,498,625,498,84,625.0,9308,ai
231,23949,500,498,625,498,117,625.0,9369,ai
232,24033,500,498,625,498,84,625.0,9627,ai
233,24159,500,498,625,498,126,625.0,13590,ai
234,24244,500,498,625,498,85,625.0,9076,ai
235,24356,500,498,625,498,112,625.0,9532,ai
236,24444,500,498,625,498,88,625.0,11396,ai
237,24568,500,498,625,498,124,625.0,12654,ai
238,24671,500,498,625,498,103,625.0,9516,ai
239,24753,500,498,625,498,82,625.0,9436,ai
240,24876,500,498,625,498,123,625.0,13873,ai
241,24963,500,498,625,498,87,625.0,9235,ai
242,25085,500,498,625,498,122,625.0,13017,ai
243,25174,500,498,625,498,89,625.0,9713,ai
244,25296,500,498,625,498,122,625.0,13069,ai
245,25383,500,498,625,498,87,625.0,9179,ai
246,25499,500,498,625,498,116,625.0,11155,ai
247,25584,500,498,625,498,85,625.0,9244,ai
248,25708,500,498,625,498,124,625.0,14670,ai
249,25793,500,498,625,498,85,625.0,10730,ai
250,25920,500,498,625,498,127,625.0,13753,ai
251,26014,500,498,625,498,94,625.0,10685,ai
252,26137,500,498,625,498,123,625.0,14416,ai
253,26253,500,498,625,498,116,625.0,10383,ai
254,26343,500,498,625,498,90,625.0,10556,ai
255,26476,500,498,625,498,133,625.0,13205,ai
256,26580,500,498,625,498,104,625.0,12188,ai
257,26666,500,498,625,498,86,625.0,9409,ai
258,26788,500,498,625,498,122,625.0,13293,ai
259,26872,500,498,625,498,84,625.0,8736,ai
260,27000,500,498,625,498,128,625.0,12708,ai
261,27084,500,498,625,498,84,625.0,9351,ai
262,27232,500,498,625,498,148,625.0,12574,ai
263,27332,500,498,625,498,100,625.0,9164,ai
264,27439,500,498,625,498,107,625.0,10540,ai
265,27526,500,498,625,498,87,625.0,10573,ai
266,27649,500,498,625,498,123,625.0,13721,ai
267,27733,500,498,625,498,84,625.0,9550,ai
268,27860,500,498,625,498,127,625.0,12701,ai
269,27943,500,498,625,498,83,625.0,9558,ai
270,28067,500,498,625,498,124,625.0,12659,ai
271,28153,500,498,625,498,86,625.0,9915,ai
272,28272,500,498,625,498,119,625.0,12940,ai
273,28369,500,498,625,498,97,625.0,9702,ai
274,28485,500,498,625,498,116,625.0,12241,ai
275,28573,500,498,625,498,88,625.0,8555,ai
276,28699,500,498,625,498,126,625.0,12538,ai
277,28783,500,498,625,498,84,625.0,10540,ai
278,28899,500,498,625,498,116,625.0,11331,ai
279,29004,500,498,625,498,105,625.0,10671,ai
280,29093,500,498,625,498,89,625.0,9743,ai
281,29209,500,498,625,498,116,625.0,13371,ai
282,29292,500,498,625,498,83,625.0,9739,ai
283,29409,500,498,625,498,117,625.0,12717,ai
284,29493,500,498,625,498,84,625.0,8672,ai
285,29609,500,498,625,498,116,625.0,12632,ai
286,29692,500,498,625,498,83,625.0,10989,ai
287,29819,500,498,625,498,127,625.0,12656,ai
288,29903,500,498,625,498,84,625.0,9030,ai
289,30027,500,498,625,498,124,625.0,12592,ai
290,30132,500,498,625,498,105,625.0,9999,ai
291,30213,500,498,625,498,81,625.0,10280,ai
292,30339,500,498,625,498,126,625.0,9442,ai
293,30433,500,498,625,498,94,625.0,9074,ai
294,30549,500,498,625,498,116,625.0,13546,ai
295,30633,500,498,625,498,84,625.0,9176,ai
296,30760,500,498,625,498,127,625.0,13303,ai
297,30856,500,498,625,498,96,625.0,9053,ai
298,30964,500,498,625,498,108,625.0,9779,ai
299,31045,500,498,625,498,81,625.0,9100,ai
300,31168,500,498,625,498,123,625.0,12658,ai
301,31253,500,498,625,498,85,625.0,9684,ai
302,31375,500,498,625,498,122,625.0,12576,ai
303,31615,500,498,625,498,240,625.0,9713,ai
304,31712,500,498,625,498,97,625.0,9138,ai
305,31819,500,498,625,498,107,625.0,9289,ai
306,31903,500,498,625,498,84,625.0,8912,ai
307,32021,500,498,625,498,118,625.0,9610,ai
308,32104,500,498,625,498,83,625.0,9717,ai
309,32228,500,498,625,498,124,625.0,13173,ai
310,32312,500,498,625,498,84,625.0,8958,ai
311,32431,500,498,625,498,119,625.0,12696,ai
312,32513,500,498,625,498,82,625.0,9451,ai
313,32637,500,498,625,498,124,625.0,10651,ai
314,32741,500,498,625,498,104,625.0,10441,ai
315,32839,500,498,625,498,98,625.0,9220,ai
316,32948,500,498,625,498,109,625.0,12654,ai
317,33032,500,498,625,498,84,625.0,9229,ai
318,33145,500,498,625,498,113,625.0,9625,ai
319,33233,500,498,625,498,88,625.0,8917,ai
320,33348,500,498,625,498,115,625.0,9132,ai
321,33432,500,498,625,498,84,625.0,10736,ai
322,33549,500,498,625,498,117,625.0,12604,ai
323,33646,500,498,625,498,97,625.0,10819,ai
324,33748,500,498,625,498,102,625.0,9746,ai
325,33848,500,498,625,498,100,625.0,11053,ai
326,33933,500,498,625,498,85,625.0,9908,ai
327,34047,500,498,625,498,114,625.0,11518,ai
328,34133,500,498,625,498,86,625.0,12306,ai
329,34250,500,498,625,498,117,625.0,13238,ai
330,34333,500,498,625,498,83,625.0,9844,ai
331,34449,500,498,625,498,116,625.0,12164,ai
332,34548,500,498,625,498,99,625.0,8592,ai
333,34649,500,498,625,498,101,625.0,10399,ai
334,34752,500,498,625,498,103,625.0,10272,ai
335,34859,500,498,625,498,107,625.0,11247,ai
336,34943,500,498,625,498,84,625.0,10021,ai
337,35068,500,498,625,498,125,625.0,11796,ai
338,35153,500,498,625,498,85,625.0,9739,ai
339,35268,500,498,625,498,115,625.0,12904,ai
340,35353,500,498,625,498,85,625.0,11189,ai
341,35467,500,498,625,498,114,625.0,13186,ai
342,35552,500,498,625,498,85,625.0,9861,ai
343,35666,500,498,625,498,114,625.0,10387,ai
344,35753,500,498,625,498,87,625.0,10189,ai
345,35877,500,498,625,498,124,625.0,14621,ai
346,35964,500,498,625,498,87,625.0,8322,ai
347,36076,500,498,625,498,112,625.0,12340,ai
348,36176,500,498,625,498,100,625.0,11370,ai
349,36273,500,498,625,498,97,625.0,10908,ai
350,36377,500,498,625,498,104,625.0,9229,ai
351,36463,500,498,625,498,86,625.0,11427,ai
352,36578,500,498,625,498,115,625.0,13626,ai
353,36680,500,498,625,498,102,625.0,9771,ai
354,36764,500,498,625,498,84,625.0,9606,ai
355,36885,500,498,625,498,121,625.0,12393,ai
356,36988,500,498,625,498,103,625.0,8953,ai
357,37073,500,498,625,498,85,625.0,10828,ai
358,37199,500,498,625,498,126,625.0,13162,ai
359,37297,500,498,625,498,98,625.0,10206,ai
360,37399,500,498,625,498,102,625.0,9604,ai
361,37483,500,498,625,498,84,625.0,9558,ai
362,37599,500,498,625,498,116,625.0,9246,ai
363,37683,500,498,625,498,84,625.0,9314,ai
364,37793,500,498,625,498,110,625.0,9228,ai
365,37902,500,498,625,498,109,625.0,11593,ai
366,37993,500,498,625,498,91,625.0,10649,ai
367,38108,500,498,625,498,115,625.0,12745,ai
368,38193,500,498,625,498,85,625.0,8707,ai
369,38308,500,498,625,498,115,625.0,9119,ai
370,38393,500,498,625,498,85,625.0,10400,ai
371,38508,500,498,625,498,115,625.0,12567,ai
372,38605,500,498,625,498,97,625.0,9908,ai
373,38709,500,498,625,498,104,625.0,10616,ai
374,38792,500,498,625,498,83,625.0,11224,ai
375,38919,500,498,625,498,127,625.0,10057,ai
376,39003,500,498,625,498,84,625.0,8446,ai
377,39119,500,498,625,498,116,625.0,11592,ai
