sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
82,8533,800,808,644,808,100,644.0,10953,ai
83,8617,800,808,644,808,84,644.0,11276,ai
84,8740,800,808,644,808,123,644.0,14068,ai
85,8827,800,808,644,808,87,644.0,9545,ai
86,8941,800,808,644,808,114,644.0,12930,ai
87,9027,800,808,644,808,86,644.0,10685,ai
88,9143,800,808,644,808,116,644.0,13948,ai
89,9228,800,808,644,808,85,644.0,11308,ai
90,9349,800,808,644,808,121,644.0,13061,ai
91,9452,800,808,644,808,103,644.0,10697,ai
92,9536,800,808,644,808,84,644.0,11483,ai
93,9653,800,808,644,808,117,644.0,10637,ai
94,9737,800,808,644,808,84,644.0,10704,ai
95,9852,800,808,644,808,115,644.0,10581,ai
96,9937,800,808,643,808,85,643.0,11233,ai
97,10053,800,808,646,809,116,646.0,13447,ai
98,10154,800,809,645,809,101,645.0,10893,ai
99,10238,800,809,657,813,84,657.0,9380,ai
100,10370,800,813,652,813,132,652.0,14446,ai
101,10468,800,813,658,815,98,658.0,10980,ai
102,10577,800,815,658,817,109,658.0,11075,ai
103,10693,800,817,658,817,116,658.0,9937,ai
104,10777,800,817,660,818,84,660.0,9508,ai
105,10903,800,818,660,818,126,660.0,15253,ai
106,10989,800,818,662,819,86,662.0,12995,ai
107,11114,800,819,661,819,125,661.0,15266,ai
108,11221,800,819,662,820,107,662.0,10411,ai
109,11307,800,820,670,823,86,670.0,11151,ai
110,11432,800,823,680,827,125,680.0,14932,ai
111,11517,800,827,679,829,85,679.0,10590,ai
112,11634,800,829,680,830,117,680.0,12567,ai
113,11717,800,830,684,832,83,684.0,9118,ai
114,11838,800,832,684,833,121,684.0,13991,ai
115,11941,800,833,682,833,103,682.0,11241,ai
116,12028,800,833,676,831,87,676.0,11393,ai
117,12152,800,831,676,830,124,676.0,13750,ai
118,12255,800,830,673,829,103,673.0,10700,ai
119,12345,800,829,672,828,90,672.0,10924,ai
120,12464,800,828,671,827,119,671.0,14854,ai
121,12568,800,827,670,826,104,670.0,10128,ai
122,12657,800,826,670,826,89,670.0,10898,ai
123,12772,800,826,669,676,115,669.0,13435,ai
124,12877,800,676,868,674,105,868.0,11251,ai
125,12987,800,674,1000,719,110,1000.0,11074,ai
126,13090,800,719,1000,740,103,1000.0,10927,ai
127,13196,800,740,1000,751,106,1000.0,10494,ai
128,13296,800,751,1000,756,100,1000.0,10541,ai
129,13387,800,756,1000,758,91,1000.0,10825,ai
130,13512,800,758,1000,759,125,1000.0,12960,ai
131,13614,800,759,998,758,102,998.0,10740,ai
132,13697,800,758,996,758,83,996.0,9096,ai
133,13822,800,758,995,757,125,995.0,13513,ai
134,13918,800,757,995,757,96,995.0,10113,ai
135,14024,800,757,995,757,106,995.0,10202,ai
136,14125,800,757,995,757,101,995.0,11776,ai
137,14216,800,757,995,757,91,995.0,10352,ai
138,14331,800,757,995,757,115,995.0,12728,ai
139,14442,800,757,995,757,111,995.0,15580,ai
140,14568,800,757,995,757,126,995.0,11200,ai
141,14677,800,757,995,757,109,995.0,11458,ai
142,14786,800,757,995,757,109,995.0,10139,ai
143,14890,800,757,995,757,104,995.0,9101,ai
144,14987,800,757,995,757,97,995.0,11028,ai
145,15098,800,757,995,757,111,995.0,27989,ai
146,15212,500,757,630,630,114,630.0,9682,ai
147,15317,500,630,791,624,105,791.0,11119,ai
148,15429,500,624,637,567,112,637.0,9276,ai
149,15525,500,567,703,561,96,703.0,9507,ai
150,15630,500,561,645,538,105,645.0,11146,ai
151,15728,500,538,660,531,98,660.0,9346,ai
152,15831,500,531,645,522,103,645.0,11235,ai
153,15917,500,522,642,517,86,642.0,9633,ai
154,16030,500,517,639,512,113,639.0,9584,ai
155,16116,500,512,637,509,86,637.0,11212,ai
156,16242,500,509,636,507,126,636.0,13258,ai
157,16343,500,507,636,507,101,636.0,9799,ai
158,16427,500,507,635,506,84,635.0,9732,ai
159,16543,500,506,635,506,116,635.0,9600,ai
160,16629,500,506,634,505,86,634.0,9917,ai
161,16752,500,505,634,505,123,634.0,12607,ai
162,16961,500,505,634,505,209,634.0,10625,ai
163,17048,500,505,634,505,87,634.0,10891,ai
164,17164,500,505,634,505,116,634.0,12898,ai
165,17250,500,505,634,505,86,634.0,9807,ai
166,17372,500,505,634,505,122,634.0,14980,ai
167,17457,500,505,634,505,85,634.0,10920,ai
168,17584,500,505,634,505,127,634.0,15480,ai
169,17667,500,505,634,505,83,634.0,12292,ai
170,17790,500,505,634,505,123,634.0,13600,ai
171,17877,500,505,634,505,87,634.0,10608,ai
172,17990,500,505,634,505,113,634.0,13162,ai
173,18097,500,505,634,505,107,634.0,9837,ai
174,18205,500,505,634,505,108,634.0,11173,ai
175,18288,500,505,634,505,83,634.0,9488,ai
176,18412,500,505,634,505,124,634.0,12967,ai
177,18496,500,505,634,505,84,634.0,10868,ai
178,18611,500,505,634,505,115,634.0,9899,ai
179,18698,500,505,634,505,87,634.0,10968,ai
180,18823,500,505,634,505,125,634.0,13941,ai
181,18925,500,505,633,504,102,633.0,10679,ai
182,19008,500,504,634,504,83,634.0,11178,ai
183,19128,500,504,633,504,120,633.0,14256,ai
184,19231,500,504,631,503,103,631.0,9914,ai
185,19317,500,503,632,503,86,632.0,9683,ai
186,19433,500,503,632,503,116,632.0,10472,ai
187,19516,500,503,632,503,83,632.0,10946,ai
188,19631,500,503,632,503,115,632.0,10536,ai
189,19717,500,503,632,503,86,632.0,11527,ai
190,19840,500,503,632,503,123,632.0,14378,ai
191,19927,500,503,632,503,87,632.0,11665,ai
192,20041,500,503,632,503,114,632.0,10144,ai
193,20140,500,503,632,503,99,632.0,10292,ai
194,20228,500,503,632,503,88,632.0,10555,ai
195,20352,500,503,632,503,124,632.0,15151,ai
196,20437,500,503,632,503,85,632.0,10583,ai
197,20550,500,503,632,503,113,632.0,13156,ai
198,20648,500,503,632,503,98,632.0,10295,ai
199,20752,500,503,632,503,104,632.0,15480,ai
200,20837,500,503,632,503,85,632.0,11345,ai
201,20952,500,503,632,503,115,632.0,13820,ai
202,21048,500,503,632,503,96,632.0,11199,ai
203,21152,500,503,632,503,104,632.0,13705,ai
204,21236,500,503,631,502,84,631.0,12053,ai
205,21360,500,502,627,500,124,627.0,14528,ai
206,21447,500,500,626,499,87,626.0,12257,ai
207,21570,500,499,623,498,123,623.0,12864,ai
208,21669,500,498,627,499,99,627.0,9348,ai
209,21772,500,499,625,499,103,625.0,10897,ai
210,21871,500,499,624,498,99,624.0,10013,ai
211,21976,500,498,625,498,105,625.0,10792,ai
212,22067,500,498,625,498,91,625.0,10541,ai
213,22184,500,498,625,498,117,625.0,12558,ai
214,22268,500,498,625,498,84,625.0,11498,ai
215,22388,500,498,625,498,120,625.0,12789,ai
216,22477,500,498,625,498,89,625.0,9369,ai
217,22592,500,498,625,498,115,625.0,12963,ai
218,22692,500,498,625,498,100,625.0,9303,ai
219,22791,500,498,625,498,99,625.0,10395,ai
220,22893,500,498,625,498,102,625.0,8664,ai
221,22977,500,498,625,498,84,625.0,9582,ai
222,23094,500,498,625,498,117,625.0,12150,ai
223,23192,500,498,625,498,98,625.0,10365,ai
224,23292,500,498,625,498,100,625.0,9304,ai
225,23377,500,498,625,498,85,625.0,11334,ai
226,23501,500,498,625,498,124,625.0,13045,ai
227,23587,500,498,625,498,86,625.0,9516,ai
228,23712,500,498,625,498,125,625.0,13679,ai
229,23813,500,498,625,498,101,625.0,10690,ai
230,23921,500,498,625,498,108,625.0,10449,ai
231,24020,500,498,625,498,99,625.0,9536,ai
232,24121,500,498,625,498,101,625.0,11079,ai
233,24227,500,498,625,498,106,625.0,9481,ai
234,24308,500,498,625,498,81,625.0,9522,ai
235,24421,500,498,625,498,113,625.0,9468,ai
236,24507,500,498,625,498,86,625.0,9527,ai
237,24629,500,498,625,498,122,625.0,13368,ai
238,24728,500,498,625,498,99,625.0,9904,ai
239,24817,500,498,625,498,89,625.0,9411,ai
240,24932,500,498,625,498,115,625.0,12702,ai
241,25017,500,498,625,498,85,625.0,9280,ai
242,25140,500,498,625,498,123,625.0,10867,ai
243,25227,500,498,625,498,87,625.0,11435,ai
244,25337,500,498,625,498,110,625.0,11538,ai
245,25455,500,498,625,498,118,625.0,10443,ai
246,25537,500,498,625,498,82,625.0,9159,ai
247,25652,500,498,625,498,115,625.0,10602,ai
248,25737,500,498,625,498,85,625.0,11246,ai
249,25851,500,498,625,498,114,625.0,12461,ai
250,26037,500,498,625,498,186,625.0,9590,ai
251,26137,500,498,625,498,100,625.0,8729,ai
252,26244,500,498,625,498,107,625.0,10383,ai
253,26346,500,498,625,498,102,625.0,9547,ai
254,26457,500,498,625,498,111,625.0,9735,ai
255,26567,500,498,625,498,110,625.0,11977,ai
256,26657,500,498,625,498,90,625.0,11657,ai
257,26773,500,498,625,498,116,625.0,12461,ai
258,26874,500,498,625,498,101,625.0,10849,ai
259,26975,500,498,625,498,101,625.0,9344,ai
260,27073,500,498,625,498,98,625.0,10604,ai
261,27184,500,498,625,498,111,625.0,14041,ai
262,27268,500,498,625,498,84,625.0,9317,ai
263,27392,500,498,625,498,124,625.0,13004,ai
264,27477,500,498,625,498,85,625.0,11088,ai
265,27606,500,498,625,498,129,625.0,13715,ai
266,27689,500,498,625,498,83,625.0,9692,ai
267,27814,500,498,625,498,125,625.0,12680,ai
268,27912,500,498,625,498,98,625.0,10525,ai
269,28021,500,498,625,498,109,625.0,17456,ai
270,28121,500,498,625,498,100,625.0,9547,ai
271,28231,500,498,625,498,110,625.0,10106,ai
272,28317,500,498,625,498,86,625.0,9810,ai
273,28438,500,498,625,498,121,625.0,13240,ai
274,28527,500,498,625,498,89,625.0,11058,ai
275,28644,500,498,625,498,117,625.0,14039,ai
276,28737,500,498,625,498,93,625.0,10177,ai
277,28857,500,498,625,498,120,625.0,12688,ai
278,28947,500,498,625,498,90,625.0,11101,ai
279,29069,500,498,625,498,122,625.0,12978,ai
280,29173,500,498,625,498,104,625.0,10531,ai
281,29276,500,498,625,498,103,625.0,10948,ai
282,29377,500,498,625,498,101,625.0,10521,ai
283,29497,500,498,625,498,120,625.0,11454,ai
284,29596,500,498,625,498,99,625.0,11295,ai
285,29704,500,498,625,498,108,625.0,9726,ai
286,29788,500,498,625,498,84,625.0,9712,ai
287,29907,500,498,625,498,119,625.0,16565,ai
288,30021,500,498,625,498,114,625.0,9591,ai
289,30121,500,498,625,498,100,625.0,10391,ai
290,30207,500,498,625,498,86,625.0,9399,ai
291,30332,500,498,625,498,125,625.0,13556,ai
292,30416,500,498,625,498,84,625.0,11369,ai
293,30541,500,498,625,498,125,625.0,12466,ai
294,30627,500,498,625,498,86,625.0,9474,ai
295,30743,500,498,625,498,116,625.0,9590,ai
296,30828,500,498,625,498,85,625.0,9502,ai
297,30951,500,498,625,498,123,625.0,17311,ai
298,31036,500,498,625,498,85,625.0,9644,ai
299,31153,500,498,625,498,117,625.0,9789,ai
300,31252,500,498,625,498,99,625.0,10225,ai
301,31361,500,498,625,498,109,625.0,9341,ai
302,31467,500,498,625,498,106,625.0,11283,ai
303,31572,500,498,625,498,105,625.0,10030,ai
304,31657,500,498,625,498,85,625.0,11315,ai
305,31772,500,498,625,498,115,625.0,13164,ai
306,31869,500,498,625,498,97,625.0,9763,ai
307,31972,500,498,625,498,103,625.0,9741,ai
308,32057,500,498,625,498,85,625.0,11186,ai
309,32173,500,498,625,498,116,625.0,12675,ai
310,32257,500,498,625,498,84,625.0,9463,ai
311,32373,500,498,625,498,116,625.0,9701,ai
312,32457,500,498,625,498,84,625.0,11213,ai
313,32572,500,498,625,498,115,625.0,13535,ai
314,32657,500,498,625,498,85,625.0,10694,ai
315,32782,500,498,625,498,125,625.0,14589,ai
316,32883,500,498,625,498,101,625.0,9901,ai
317,32969,500,498,625,498,86,625.0,11120,ai
318,33092,500,498,625,498,123,625.0,10488,ai
319,33191,500,498,625,498,99,625.0,9711,ai
320,33292,500,498,625,498,101,625.0,9436,ai
321,33377,500,498,625,498,85,625.0,9438,ai
322,33493,500,498,625,498,116,625.0,10145,ai
323,33593,500,498,625,498,100,625.0,10394,ai
324,33677,500,498,625,498,84,625.0,10741,ai
325,33790,500,498,625,498,113,625.0,13098,ai
326,33897,500,498,625,498,107,625.0,9847,ai
327,34006,500,498,625,498,109,625.0,10304,ai
328,34097,500,498,625,498,91,625.0,10797,ai
329,34221,500,498,625,498,124,625.0,14697,ai
330,34307,500,498,625,498,86,625.0,10495,ai
331,34424,500,498,625,498,117,625.0,13207,ai
332,34508,500,498,625,498,84,625.0,9500,ai
333,34629,500,498,625,498,121,625.0,13261,ai
334,34717,500,498,625,498,88,625.0,9513,ai
335,34832,500,498,625,498,115,625.0,12248,ai
336,34916,500,498,625,498,84,625.0,9907,ai
337,35032,500,498,625,498,116,625.0,9479,ai
338,35117,500,498,625,498,85,625.0,9236,ai
339,35233,500,498,625,498,116,625.0,9518,ai
340,35318,500,498,625,498,85,625.0,10955,ai
341,35444,500,498,625,498,126,625.0,12566,ai
342,35541,500,498,625,498,97,625.0,9325,ai
343,35649,500,498,625,498,108,625.0,12605,ai
344,35736,500,498,625,498,87,625.0,10763,ai
345,35852,500,498,625,498,116,625.0,13200,ai
346,35938,500,498,625,498,86,625.0,10402,ai
347,36058,500,498,625,498,120,625.0,12490,ai
348,36146,500,498,625,498,88,625.0,9369,ai
349,36261,500,498,625,498,115,625.0,14285,ai
350,36347,500,498,625,498,86,625.0,11094,ai
351,36469,500,498,625,498,122,625.0,14765,ai
352,36571,500,498,625,498,102,625.0,9914,ai
353,36656,500,498,625,498,85,625.0,9734,ai
354,36770,500,498,625,498,114,625.0,9967,ai
355,36857,500,498,625,498,87,625.0,10215,ai
356,36971,500,498,625,498,114,625.0,14131,ai
357,37056,500,498,625,498,85,625.0,9356,ai
358,37173,500,498,625,498,117,625.0,9996,ai
359,37257,500,498,625,498,84,625.0,10861,ai
360,37377,500,498,625,498,120,625.0,14011,ai
361,37467,500,498,625,498,90,625.0,10072,ai
362,37592,500,498,625,498,125,625.0,12661,ai
363,37677,500,498,625,498,85,625.0,10491,ai
364,37791,500,498,625,498,114,625.0,13279,ai
365,37877,500,498,625,498,86,625.0,9683,ai
366,38001,500,498,625,498,124,625.0,11806,ai
367,38088,500,498,625,498,87,625.0,10598,ai
368,38202,500,498,625,498,114,625.0,13136,ai
369,38287,500,498,625,498,85,625.0,9909,ai
370,38409,500,498,625,498,122,625.0,12989,ai
371,38509,500,498,625,498,100,625.0,9902,ai
372,38588,500,498,625,498,79,625.0,9580,ai
373,38708,500,498,625,498,120,625.0,9355,ai
374,38793,500,498,625,498,85,625.0,9946,ai
375,38904,500,498,625,498,111,625.0,9570,ai
376,38988,500,498,625,498,84,625.0,9708,ai
377,39104,500,498,625,498,116,625.0,12819,ai
378,39187,500,498,625,498,83,625.0,9455,ai
379,39305,500,498,625,498,118,625.0,9778,ai
380,39397,500,498,625,498,92,625.0,10051,ai
