sample,elapsed_ms,target,state_before,control_value,state_after,rtt_ms,model_output,infer_us,mode
420,37931,500,308,384,308,89,,,baseline
421,38021,500,308,384,308,90,,,baseline
422,38112,500,308,384,308,91,,,baseline
423,38204,500,308,384,308,92,,,baseline
424,38291,500,308,384,308,87,,,baseline
425,38379,500,308,384,308,88,,,baseline
426,38471,500,308,384,308,92,,,baseline
427,38560,500,308,384,308,89,,,baseline
428,38649,500,308,384,308,89,,,baseline
429,38741,500,308,384,308,92,,,baseline
430,38832,500,308,384,308,91,,,baseline
431,38923,500,308,384,308,91,,,baseline
432,39011,500,308,384,308,88,,,baseline
433,39104,500,308,384,308,93,,,baseline
434,39193,500,308,384,308,89,,,baseline
435,39289,500,308,384,308,96,,,baseline
436,39373,500,308,384,308,84,,,baseline
437,39469,500,308,384,308,96,,,baseline
438,39552,500,308,384,308,83,,,baseline
439,39652,500,308,384,308,100,,,baseline
440,39737,500,308,384,308,85,,,baseline
441,39832,500,308,384,308,95,,,baseline
442,39921,500,308,384,308,89,,,baseline
443,40012,500,308,384,308,91,,,baseline
444,40103,500,308,384,308,91,,,baseline
445,40192,500,308,384,308,89,,,baseline
446,40284,500,308,384,308,92,,,baseline
447,40371,500,308,384,308,87,,,baseline
448,40461,500,308,384,308,90,,,baseline
