sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns
28,3ebd1f60,3ea00000,3e54fdf4,3f553f7d,3f53ca31,827,145250
29,3ebb05fb,3ea00000,3e51eb85,3f53b646,3f5268f4,822,145541
30,3eb8ef35,3ea00000,3e50e560,3f526e98,3f50f861,816,144958
31,3eb6e2eb,3ea00000,3e4ccccd,3f50e560,3f4fab74,811,144083
32,3eb4d940,3ea00000,3e4bc6a8,3f4f9db2,3f4e4366,806,144083
33,3eb2d773,3ea00000,3e48b439,3f4e5604,3f4cf80d,801,144375
34,3eb0dae4,3ea00000,3e46a7f0,3f4d0e56,3f4ba450,795,145541
35,3eaee393,3ea00000,3e449ba6,3f4b851f,3f4a4d6d,790,144959
36,3eacf41f,3ea00000,3e418937,3f4a3d71,3f490e01,785,145250
37,3eab074a,3ea00000,3e408312,3f48f5c3,3f47b8b2,780,144667
38,3ea92253,3ea00000,3e3d70a4,3f47ae14,3f468017,775,144083
39,3ea7429a,3ea00000,3e3b645a,3f466666,3f453f17,770,145542
40,3ea5681f,3ea00000,3e395810,3f451eb8,3f440181,766,145250
41,3ea392e2,3ea00000,3e374bc7,3f441893,3f42cde1,761,156042
42,3ea1c2e3,3ea00000,3e353f7d,3f42d0e5,3f41971b,756,144958
43,3e9ff823,3ea00000,3e333333,3f418937,3f4063bf,752,145250
44,3e9e32a0,3ea00000,3e3126e9,3f408312,3f3f3a57,747,144375
45,3e9c725c,3ea00000,3e2f1aa0,3f3f3b64,3f3e0dca,742,145250
46,3e9ab756,3ea00000,3e2d0e56,3f3df3b6,3f3ce4a6,738,145541
47,3e99018e,3ea00000,3e2b020c,3f3ced91,3f3bc579,733,144375
48,3e975105,3ea00000,3e28f5c3,3f3ba5e3,3f3aa327,729,145833
49,3e95a5b9,3ea00000,3e26e979,3f3a9fbe,3f398ac8,725,145250
50,3e93fd0d,3ea00000,3e25e354,3f39999a,3f386854,720,144958
51,3e925c3e,3ea00000,3e22d0e5,3f3851ec,3f375c07,716,144959
52,3e90be0e,3ea00000,3e21cac1,3f374bc7,3f364063,712,144375
53,3e8f251c,3ea00000,3e1fbe77,3f3645a2,3f3533f4,708,144375
54,3e8d9168,3ea00000,3e1db22d,3f353f7d,3f342aed,704,144959
55,3e8c02f3,3ea00000,3e1ba5e3,3f343958,3f33254d,700,144958
56,3e8a771d,3ea00000,3e1a9fbe,3f333333,3f321597,696,144084
57,3e88f084,3ea00000,3e189375,3f322d0e,3f311515,692,144667
58,3e876f2a,3ea00000,3e16872b,3f3126e9,3f3017fb,688,145250
59,3e85f06f,3ea00000,3e158106,3f3020c5,3f2f10cb,684,145250
60,3e847992,3ea00000,3e126e98,3f2f1aa0,3f2e264e,680,145250
61,3e8302b4,3ea00000,3e126e98,3f2e147b,3f2d186d,676,144375
62,3e8193b4,3ea00000,3e0f5c29,3f2d0e56,3f2c330d,673,145250
63,3e802752,3ea00000,3e0e5604,3f2c49ba,3f2b3e57,669,143500
64,3e7d805e,3ea00000,3e0c49ba,3f2b4396,3f2a5247,665,144666
65,3e7ab756,3ea00000,3e0b4396,3f2a3d71,3f295c20,662,145542
66,3e77f38c,3ea00000,3e0a3d71,3f2978d5,3f286e3b,658,144666
67,3e753f7d,3ea00000,3e072b02,3f2872b0,3f27967c,655,144666
68,3e7290ac,3ea00000,3e0624dd,3f27ae14,3f26af68,651,144375
69,3e6fe719,3ea00000,3e051eb8,3f26a7f0,3f25c37a,648,144375
70,3e6d4802,3ea00000,3e03126f,3f25e354,3f24ed4e,644,144667
71,3e6aae29,3ea00000,3e020c4a,3f24dd2f,3f24067c,641,145542
72,3e681ecd,3ea00000,3e000000,3f241893,3f23356e,638,144667
73,3e6594af,3ea00000,3dfdf3b6,3f2353f8,3f225a46,634,144083
74,3e630fd0,3ea00000,3dfbe76d,3f224dd3,3f217a46,631,145542
75,3e60956c,3ea00000,3df7ced9,3f218937,3f20b006,628,145833
76,3e5e2585,3ea00000,3df3b646,3f20c49c,3f1fe931,625,144666
77,3e5bb59e,3ea00000,3df3b646,3f200000,3f1f0ac3,621,144959
78,3e595033,3ea00000,3def9db2,3f1ef9db,3f1e40c8,618,144375
79,3e56f545,3ea00000,3deb851f,3f1e353f,3f1d80c3,615,145541
80,3e549f95,3ea00000,3de978d5,3f1d70a4,3f1cb6a6,612,144375
81,3e524f22,3ea00000,3de76c8b,3f1cac08,3f1bee3c,609,144667
82,3e5003ef,3ea00000,3de56042,3f1be76d,3f1b2788,606,144958
83,3e4dc337,3ea00000,3de147ae,3f1b22d1,3f1a7007,603,145250
84,3e4b87be,3ea00000,3ddf3b64,3f1a5e35,3f19ae70,600,145541
85,3e495183,3ea00000,3ddd2f1b,3f19999a,3f18ee8d,597,144083
86,3e4725c4,3ea00000,3dd91687,3f18d4fe,3f183ddd,595,144959
87,3e44fa05,3ea00000,3dd91687,3f1851ec,3f177c23,592,144667
88,3e42d8c3,3ea00000,3dd4fdf4,3f178d50,3f16cedc,589,144666
89,3e40bcbe,3ea00000,3dd2f1aa,3f16c8b4,3f16177d,586,144958
90,3e3ea5f8,3ea00000,3dd0e560,3f160419,3f1561d3,584,145542
91,3e3c9470,3ea00000,3dced917,3f158106,3f14b46a,581,144666
92,3e3a8d65,3ea00000,3dcac083,3f14bc6a,3f140fa9,578,144083
93,3e388b97,3ea00000,3dc8b439,3f13f7cf,3f1360cf,576,145833
94,3e3689ca,3ea00000,3dc8b439,3f1374bc,3f12acb8,573,144375
95,3e349279,3ea00000,3dc49ba6,3f12b021,3f120d12,571,144375
96,3e32a066,3ea00000,3dc28f5c,3f122d0e,3f1169e3,568,144958
97,3e30b392,3ea00000,3dc08312,3f116873,3f10c1da,565,170917
98,3e2ecbfb,3ea00000,3dbe76c9,3f10a3d7,3f101b86,563,170042
99,3e2ceee1,3ea00000,3dba5e35,3f1020c5,3f0f8af3,561,144667
100,3e2b11c7,3ea00000,3dba5e35,3f0f9db2,3f0ee2c9,558,144083
101,3e2939eb,3ea00000,3db851ec,3f0ed917,3f0e4191,556,166250
102,3e27674d,3ea00000,3db645a2,3f0e5604,3f0da89b,553,166833
103,3e259f2c,3ea00000,3db22d0e,3f0d9168,3f0d184c,551,164791
104,3e23d70a,3ea00000,3db22d0e,3f0d0e56,3f0c76f2,549,144667
105,3e221965,3ea00000,3dae147b,3f0c8b44,3f0bf099,547,144958
106,3e205bc0,3ea00000,3dae147b,3f0c0831,3f0b52a8,544,144375
107,3e1ea359,3ea00000,3dac0831,3f0b4396,3f0abba9,542,144666
108,3e1cf030,3ea00000,3da9fbe7,3f0ac083,3f0a2cec,540,144958
109,3e1b4246,3ea00000,3da7ef9e,3f0a3d71,3f099fe4,538,144375
110,3e199ed8,3ea00000,3da3d70a,3f09ba5e,3f09220f,536,144667
111,3e17f62b,3ea00000,3da5e354,3f09374c,3f087f23,533,144083
112,3e165d3a,3ea00000,3d9fbe77,3f0872b0,3f0809f6,531,143500
113,3e14bf0a,3ea00000,3da1cac1,3f07ef9e,3f076a72,529,144958
114,3e132b56,3ea00000,3d9db22d,3f076c8b,3f06f1ba,527,145834
115,3e119ce0,3ea00000,3d9ba5e3,3f06e979,3f066eeb,525,145250
116,3e1013a9,3ea00000,3d99999a,3f066666,3f05edd0,523,144375
117,3e0e8a72,3ea00000,3d99999a,3f05e354,3f0560e9,521,144084
118,3e0d0679,3ea00000,3d978d50,3f056042,3f04e182,519,144666
119,3e0b87be,3ea00000,3d958106,3f04dd2f,3f0463d0,517,145250
120,3e0a0e41,3ea00000,3d9374bc,3f045a1d,3f03e7d1,515,145833
121,3e089a02,3ea00000,3d916873,3f03d70a,3f036d86,513,155458
122,3e072b02,3ea00000,3d8f5c29,3f0353f8,3f02f4f0,512,145542
123,3e05bc02,3ea00000,3d8f5c29,3f03126f,3f02771c,510,144666
124,3e04523f,3ea00000,3d8d4fdf,3f028f5c,3f02003a,508,144375
125,3e02edbb,3ea00000,3d8b4396,3f020c4a,3f018b0d,506,144667
126,3e018e75,3ea00000,3d89374c,3f018937,3f011793,504,144667
127,3e002f30,3ea00000,3d89374c,3f010625,3f00984e,502,144667
128,3dfdb4cc,3ea00000,3d851eb8,3f008312,3f003408,501,144083
129,3dfb0b39,3ea00000,3d851eb8,3f004189,3eff7d73,499,144958
130,3df86c22,3ea00000,3d83126f,3eff7cee,3efea0ba,497,144375
131,3df5cd0c,3ea00000,3d83126f,3efe76c9,3efdac68,495,144375
132,3df342ee,3ea00000,3d7df3b6,3efd70a4,3efcee18,494,145250
133,3df0ae53,3ea00000,3d810625,3efced91,3efbf2b2,492,144667
134,3dee2eb2,3ea00000,3d79db23,3efbe76d,3efb37c9,491,144959
135,3debaf10,3ea00000,3d79db23,3efb645a,3efa5acd,489,145250
136,3de94467,3ea00000,3d71a9fc,3efa5e35,3ef9a6b5,488,144667
137,3de6cf42,3ea00000,3d75c28f,3ef9db23,3ef8b588,486,144375
138,3de46499,3ea00000,3d71a9fc,3ef8d4fe,3ef7e9d9,484,145542
139,3de20ee9,3ea00000,3d6978d5,3ef7ced9,3ef73c93,483,144959
140,3ddfaebc,3ea00000,3d6d9168,3ef74bc7,3ef65237,481,173250
141,3ddd6388,3ea00000,3d656042,3ef645a2,3ef5a858,480,178208
142,3ddb1855,3ea00000,3d656042,3ef5c28f,3ef4dc66,478,173250
143,3dd8d79d,3ea00000,3d6147ae,3ef4bc6a,3ef41e58,477,144666
144,3dd696e6,3ea00000,3d6147ae,3ef43958,3ef355cd,475,144083
145,3dd460aa,3ea00000,3d5d2f1b,3ef33333,3ef29b28,474,145250
146,3dd22a6f,3ea00000,3d5d2f1b,3ef2b021,3ef1d606,472,144375
147,3dd0092d,3ea00000,3d54fdf4,3ef1a9fc,3ef139c9,471,144666
148,3dcde7ea,3ea00000,3d54fdf4,3ef126e9,3ef07b78,470,144958
149,3dcbc6a8,3ea00000,3d54fdf4,3ef0a3d7,3eefbd26,468,143208
150,3dc9afe2,3ea00000,3d50e560,3eef9db2,3eef0cba,467,145250
151,3dc7991c,3ea00000,3d50e560,3eef1aa0,3eee51d2,465,145541
152,3dc5974e,3ea00000,3d48b439,3eee147b,3eedbfcf,464,144959
153,3dc39581,3ea00000,3d48b439,3eed9168,3eed0bb7,463,144083
154,3dc193b4,3ea00000,3d48b439,3eed0e56,3eec579f,462,144375
155,3dbf9c63,3ea00000,3d449ba6,3eec8b44,3eebbe88,460,144667
156,3dbda512,3ea00000,3d449ba6,3eeb851f,3eeb00bd,459,144666
157,3dbbb83d,3ea00000,3d408312,3eeb020c,3eea6b0e,458,144666
158,3db9cb68,3ea00000,3d408312,3eea7efa,3ee9bdc7,457,144375
159,3db7e910,3ea00000,3d3c6a7f,3ee9fbe7,3ee92b80,455,144083
160,3db61134,3ea00000,3d3851ec,3ee8f5c3,3ee88f86,454,144959
161,3db43958,3ea00000,3d3851ec,3ee872b0,3ee7e90f,453,145250
162,3db26bf8,3ea00000,3d343958,3ee7ef9e,3ee75d9a,452,143792
163,3db09e99,3ea00000,3d343958,3ee76c8b,3ee6ba8c,451,144084
164,3daed139,3ea00000,3d343958,3ee6e979,3ee6177f,449,144667
165,3dad0e56,3ea00000,3d3020c5,3ee5e354,3ee58256,448,144958
166,3dab55ef,3ea00000,3d2c0831,3ee56042,3ee4fdb0,447,143792
167,3da99d88,3ea00000,3d2c0831,3ee4dd2f,3ee46173,446,144084
168,3da7ef9e,3ea00000,3d27ef9e,3ee45a1d,3ee3e037,445,144375
169,3da641b3,3ea00000,3d27ef9e,3ee3d70a,3ee34762,444,144959
170,3da493c9,3ea00000,3d27ef9e,3ee353f8,3ee2ae8e,443,145250
171,3da2f05a,3ea00000,3d23d70a,3ee2d0e5,3ee230b9,442,144958
172,3da14cec,3ea00000,3d23d70a,3ee24dd3,3ee19b4e,441,144084
173,3d9fb3fa,3ea00000,3d1fbe77,3ee1cac1,3ee120e2,440,144375
174,3d9e1b09,3ea00000,3d1fbe77,3ee147ae,3ee08ede,439,144083
175,3d9c8c93,3ea00000,3d1ba5e3,3ee0c49c,3ee017db,438,144667
176,3d9afe1e,3ea00000,3d1ba5e3,3ee04189,3edf8940,437,144083
177,3d996fa8,3ea00000,3d1ba5e3,3edfbe77,3edefaa5,436,144666
178,3d97ebaf,3ea00000,3d178d50,3edf3b64,3ede8709,435,145541
179,3d967232,3ea00000,3d1374bc,3edeb852,3ede16d7,434,143792
180,3d94f8b6,3ea00000,3d1374bc,3ede353f,3edd8f0c,433,145542
181,3d937f39,3ea00000,3d1374bc,3eddb22d,3edd0742,432,144083
182,3d9205bc,3ea00000,3d1374bc,3edd2f1b,3edc7f78,431,144666
183,3d9096bc,3ea00000,3d0f5c29,3edcac08,3edc12ae,430,145542
184,3d8f3238,3ea00000,3d0b4396,3edc28f6,3edba94d,429,144958
185,3d8dcdb3,3ea00000,3d0b4396,3edba5e3,3edb2852,428,143792
186,3d8c692f,3ea00000,3d0b4396,3edb22d1,3edaa759,427,145250
187,3d8b0f28,3ea00000,3d072b02,3eda9fbe,3eda4160,426,143791
188,3d89b520,3ea00000,3d072b02,3eda1cac,3ed9c3cf,425,144084
189,3d886595,3ea00000,3d03126f,3ed9999a,3ed9613c,425,144084
190,3d870b8d,3ea00000,3d072b02,3ed9999a,3ed8d930,424,144958
191,3d85bc02,3ea00000,3d03126f,3ed91687,3ed8769f,423,144666
192,3d8476f3,3ea00000,3cfdf3b6,3ed89375,3ed81776,422,145250
193,3d8331e4,3ea00000,3cfdf3b6,3ed81062,3ed7a0b6,421,144375
194,3d81ecd5,3ea00000,3cfdf3b6,3ed78d50,3ed729f6,420,144667
195,3d80b242,3ea00000,3cf5c28f,3ed70a3d,3ed6ce35,420,145250
196,3d7eef5f,3ea00000,3cf5c28f,3ed70a3d,3ed667f9,419,144375
197,3d7c7a3a,3ea00000,3cf5c28f,3ed6872b,3ed5f4a2,418,143500
198,3d7a0514,3ea00000,3cf5c28f,3ed60419,3ed58149,417,143792
199,3d77a4e8,3ea00000,3ced9168,3ed58106,3ed528f2,416,143500
200,3d7559b4,3ea00000,3ce56042,3ed4fdf4,3ed4d402,416,144084
201,3d72f987,3ea00000,3ced9168,3ed4fdf4,3ed45996,415,145834
202,3d70ae53,3ea00000,3ce56042,3ed47ae1,3ed404a8,414,145250
203,3d6e7818,3ea00000,3cdd2f1b,3ed3f7cf,3ed3b320,413,143792
204,3d6c2ce4,3ea00000,3ce56042,3ed374bc,3ed32f02,412,144958
205,3d6a0ba2,3ea00000,3cd4fdf4,3ed2f1aa,3ed2f87b,412,144084
206,3d67d567,3ea00000,3cdd2f1b,3ed2f1aa,3ed284e0,411,143791
207,3d659f2c,3ea00000,3cdd2f1b,3ed26e98,3ed21bc1,410,143209
208,3d637de9,3ea00000,3cd4fdf4,3ed1eb85,3ed1cda3,410,144667
209,3d615ca7,3ea00000,3cd4fdf4,3ed1eb85,3ed17508,409,144375
210,3d5f505d,3ea00000,3ccccccd,3ed16873,3ed12a52,409,144375
211,3d5d2f1b,3ea00000,3cd4fdf4,3ed16873,3ed0ba1f,408,145250
212,3d5b22d1,3ea00000,3ccccccd,3ed0e560,3ed06f69,407,144375
213,3d592b80,3ea00000,3cc49ba6,3ed0624e,3ed0281b,407,145250
214,3d571f36,3ea00000,3ccccccd,3ed0624e,3ecfbb51,406,144666
215,3d5527e5,3ea00000,3cc49ba6,3ecfdf3b,3ecf7404,405,145250
216,3d533094,3ea00000,3cc49ba6,3ecf5c29,3ecf151f,404,144667
217,3d514e3c,3ea00000,3cbc6a7f,3eced917,3eced139,404,144667
218,3d4f56eb,3ea00000,3cc49ba6,3eced917,3ece67d8,403,144958
219,3d4d7492,3ea00000,3cbc6a7f,3ece5604,3ece23f3,403,144375
220,3d4ba733,3ea00000,3cb43958,3ece5604,3ecdf091,402,145250
221,3d49c4db,3ea00000,3cbc6a7f,3ecdd2f2,3ecd7d7c,401,145541
222,3d47f77b,3ea00000,3cb43958,3ecd4fdf,3ecd3cff,401,144666
223,3d462a1b,3ea00000,3cb43958,3ecd4fdf,3eccf206,400,144084
224,3d445cbc,3ea00000,3cb43958,3ecccccd,3ecc99f1,400,144083
225,3d42a455,3ea00000,3cac0831,3ecccccd,3ecc69f8,399,144375
226,3d40d6f5,3ea00000,3cb43958,3ecc49ba,3ecbfa4c,398,144666
227,3d3f3387,3ea00000,3ca3d70a,3ecbc6a8,3ecbd838,398,144375
228,3d3d7b20,3ea00000,3cac0831,3ecbc6a8,3ecb790f,397,144375
229,3d3bc2b9,3ea00000,3cac0831,3ecb4396,3ecb2463,397,144959
230,3d3a1f4b,3ea00000,3ca3d70a,3ecb4396,3ecaf7d3,396,143791
231,3d387bdd,3ea00000,3ca3d70a,3ecac083,3ecaa690,396,144083
232,3d36d86f,3ea00000,3ca3d70a,3ecac083,3eca6267,395,144959
233,3d3549f9,3ea00000,3c9ba5e3,3eca3d71,3eca2c23,395,144375
234,3d33a68b,3ea00000,3ca3d70a,3eca3d71,3ec9d063,394,145250
235,3d321816,3ea00000,3c9ba5e3,3ec9ba5e,3ec99a20,394,144958
236,3d3089a0,3ea00000,3c9ba5e3,3ec9ba5e,3ec95960,393,144083
237,3d2efb2b,3ea00000,3c9ba5e3,3ec9374c,3ec90b85,393,144375
238,3d2d81ae,3ea00000,3c9374bc,3ec9374c,3ec8e5c5,392,144666
239,3d2c0831,3ea00000,3c9374bc,3ec8b439,3ec89b53,392,144375
240,3d2a79bc,3ea00000,3c9ba5e3,3ec8b439,3ec842fb,391,144375
241,3d291538,3ea00000,3c8b4396,3ec83127,3ec82b1f,391,144667
242,3d279bbb,3ea00000,3c9374bc,3ec83127,3ec7d630,390,144083
243,3d263737,3ea00000,3c8b4396,3ec7ae14,3ec7a6bd,390,144667
244,3d24bdba,3ea00000,3c9374bc,3ec7ae14,3ec751cf,389,144667
245,3d235936,3ea00000,3c8b4396,3ec72b02,3ec7225b,389,144958
246,3d21f4b2,3ea00000,3c8b4396,3ec72b02,3ec6e86c,388,144375
247,3d20a527,3ea00000,3c83126f,3ec6a7f0,3ec6bc62,388,144958
248,3d1f40a3,3ea00000,3c8b4396,3ec6a7f0,3ec66adb,388,143792
249,3d1df117,3ea00000,3c83126f,3ec6a7f0,3ec64bec,387,145542
250,3d1ca18c,3ea00000,3c83126f,3ec624dd,3ec6084b,387,143500
251,3d1b5200,3ea00000,3c83126f,3ec624dd,3ec5d1c4,386,143792
252,3d1a0275,3ea00000,3c83126f,3ec5a1cb,3ec58e21,386,144958
253,3d18c7e3,3ea00000,3c75c28f,3ec5a1cb,3ec5729b,386,144375
254,3d177857,3ea00000,3c83126f,3ec5a1cb,3ec5247c,385,144666
255,3d163dc5,3ea00000,3c75c28f,3ec51eb8,3ec4fbdb,385,144375
256,3d150332,3ea00000,3c75c28f,3ec51eb8,3ec4c8bd,384,144958
257,3d13c89f,3ea00000,3c75c28f,3ec49ba6,3ec48883,384,144083
258,3d128e0d,3ea00000,3c75c28f,3ec49ba6,3ec45565,383,144083
259,3d116873,3ea00000,3c656042,3ec41893,3ec4302c,383,144084
260,3d102de0,3ea00000,3c75c28f,3ec41893,3ec3e575,383,143792
261,3d0f0846,3ea00000,3c656042,3ec41893,3ec3cd58,382,144666
262,3d0de2ac,3ea00000,3c656042,3ec39581,3ec39086,382,144084
263,3d0cbd12,3ea00000,3c656042,3ec39581,3ec360d0,382,143792
264,3d0bac71,3ea00000,3c54fdf4,3ec39581,3ec34c1b,381,144375
265,3d0a86d7,3ea00000,3c656042,3ec3126f,3ec2f7b2,381,144375
266,3d097636,3ea00000,3c54fdf4,3ec3126f,3ec2e2fc,381,144959
267,3d08509c,3ea00000,3c656042,3ec3126f,3ec29baf,380,144375
268,3d073ffb,3ea00000,3c54fdf4,3ec28f5c,3ec279dd,380,144083
269,3d062f5a,3ea00000,3c54fdf4,3ec28f5c,3ec24d90,379,144667
270,3d051eb8,3ea00000,3c54fdf4,3ec20c4a,3ec21427,379,143792
271,3d042310,3ea00000,3c449ba6,3ec20c4a,3ec202da,379,144083
272,3d03126f,3ea00000,3c54fdf4,3ec20c4a,3ec1bef5,378,144666
273,3d0216c6,3ea00000,3c449ba6,3ec18937,3ec1a08c,378,144084
274,3d011b1e,3ea00000,3c449ba6,3ec18937,3ec177a7,378,144958
275,3d001f75,3ea00000,3c449ba6,3ec18937,3ec14ec2,378,145250
276,3cfe4799,3ea00000,3c449ba6,3ec18937,3ec125dd,377,145250
277,3cfc5048,3ea00000,3c449ba6,3ec10625,3ec0efdc,377,144667
278,3cfa58f7,3ea00000,3c449ba6,3ec10625,3ec0c6f7,377,144959
279,3cf861a6,3ea00000,3c449ba6,3ec10625,3ec09e12,376,145250
280,3cf69446,3ea00000,3c343958,3ec08312,3ec08313,376,144666
281,3cf4c6e7,3ea00000,3c343958,3ec08312,3ec05d96,376,184333
282,3cf2f987,3ea00000,3c343958,3ec08312,3ec0381a,375,177917
283,3cf12c28,3ea00000,3c343958,3ec00000,3ec00581,375,167125
284,3cef5ec8,3ea00000,3c343958,3ec00000,3ebfe004,375,143500
285,3ced9168,3ea00000,3c343958,3ec00000,3ebfba88,374,144083
286,3cebc409,3ea00000,3c343958,3ebf7cee,3ebf87f0,374,170333
287,3cea209b,3ea00000,3c23d70a,3ebf7cee,3ebf7d74,374,165084
288,3ce8533b,3ea00000,3c343958,3ebf7cee,3ebf405f,374,142916
289,3ce6afcd,3ea00000,3c23d70a,3ebf7cee,3ebf35e3,373,143791
290,3ce50c5f,3ea00000,3c23d70a,3ebef9db,3ebf06b3,373,145250
291,3ce368f1,3ea00000,3c23d70a,3ebef9db,3ebee49f,373,145250
292,3ce1c582,3ea00000,3c23d70a,3ebef9db,3ebec28b,373,145250
293,3ce02214,3ea00000,3c23d70a,3ebef9db,3ebea077,372,143792
294,3cde7ea6,3ea00000,3c23d70a,3ebe76c9,3ebe7148,372,144958
295,3cdd0529,3ea00000,3c1374bc,3ebe76c9,3ebe6a34,372,144375
296,3cdb61bb,3ea00000,3c23d70a,3ebe76c9,3ebe3088,371,145250
297,3cd9e83e,3ea00000,3c1374bc,3ebdf3b6,3ebe1c58,371,144667
298,3cd86ec1,3ea00000,3c1374bc,3ebdf3b6,3ebdfdac,371,144083
299,3cd6f545,3ea00000,3c1374bc,3ebdf3b6,3ebddf00,371,144958
300,3cd551d7,3ea00000,3c23d70a,3ebdf3b6,3ebda554,370,144667
301,3cd4024b,3ea00000,3c03126f,3ebd70a4,3ebdac26,370,145833
302,3cd288ce,3ea00000,3c1374bc,3ebd70a4,3ebd75e2,370,156625
303,3cd10f52,3ea00000,3c1374bc,3ebd70a4,3ebd5737,370,155750
304,3ccf95d5,3ea00000,3c1374bc,3ebd70a4,3ebd388b,370,155458
305,3cce464a,3ea00000,3c03126f,3ebd70a4,3ebd34df,370,156041
306,3ccccccd,3ea00000,3c1374bc,3ebd70a4,3ebcfe9c,369,155750
307,3ccb7d41,3ea00000,3c03126f,3ebced91,3ebcedd5,369,156041
308,3cca2db6,3ea00000,3c03126f,3ebced91,3ebcd292,369,155459
309,3cc8b439,3ea00000,3c1374bc,3ebced91,3ebc9c4e,368,156333
310,3cc764ae,3ea00000,3c03126f,3ebc6a7f,3ebc8b87,368,156916
311,3cc61523,3ea00000,3c03126f,3ebc6a7f,3ebc7044,368,156042
312,3cc4ef89,3ea00000,3be56042,3ebc6a7f,3ebc7000,368,156333
313,3cc39ffd,3ea00000,3c03126f,3ebc6a7f,3ebc3d25,368,156042
314,3cc25072,3ea00000,3c03126f,3ebc6a7f,3ebc21e2,367,155459
315,3cc100e7,3ea00000,3c03126f,3ebbe76d,3ebbf984,367,156333
316,3cbfdb4d,3ea00000,3be56042,3ebbe76d,3ebbf940,367,156042
317,3cbe8bc1,3ea00000,3c03126f,3ebbe76d,3ebbc666,367,156625
318,3cbd6627,3ea00000,3be56042,3ebbe76d,3ebbc622,367,156333
319,3cbc408e,3ea00000,3be56042,3ebbe76d,3ebbae47,367,156041
320,3cbaf102,3ea00000,3c03126f,3ebbe76d,3ebb7b6d,366,155750
321,3cb9cb68,3ea00000,3be56042,3ebb645a,3ebb6e0d,366,155750
322,3cb8a5ce,3ea00000,3be56042,3ebb645a,3ebb5632,366,144667
323,3cb78034,3ea00000,3be56042,3ebb645a,3ebb3e57,366,174708
324,3cb65a9b,3ea00000,3be56042,3ebb645a,3ebb267c,366,178208
325,3cb53501,3ea00000,3be56042,3ebb645a,3ebb0ea1,365,169750
326,3cb43958,3ea00000,3bc49ba6,3ebae148,3ebb04ab,365,144666
327,3cb313be,3ea00000,3be56042,3ebae148,3ebad539,365,144083
328,3cb21816,3ea00000,3bc49ba6,3ebae148,3ebad85e,365,145250
329,3cb0f27c,3ea00000,3be56042,3ebae148,3ebaa8eb,365,144375
330,3caff6d3,3ea00000,3bc49ba6,3ebae148,3ebaac11,365,144958
331,3caed139,3ea00000,3be56042,3ebae148,3eba7c9e,364,145250
332,3cadd591,3ea00000,3bc49ba6,3eba5e35,3eba72a7,364,144958
333,3cacd9e8,3ea00000,3bc49ba6,3eba5e35,3eba5e35,364,144958
334,3cabde40,3ea00000,3bc49ba6,3eba5e35,3eba49c2,364,143792
335,3caab8a6,3ea00000,3be56042,3eba5e35,3eba1a4f,363,144666
336,3ca9e6ef,3ea00000,3ba3d70a,3eb9db23,3eba2b5a,364,144958
337,3ca8eb46,3ea00000,3bc49ba6,3eba5e35,3eba0c6b,363,144667
