sequence,input0_bits,input1_bits,input2_bits,input3_bits,output_bits,actuator_permille,wall_ns,device_us
201,3d732379,3ea00000,3ce56042,3ed4fdf4,3ed48000,415,1712958,1622
202,3d70d845,3ea00000,3ce56042,3ed47ae1,3ed40000,414,1680875,1594
203,3d6e8d11,3ea00000,3ce56042,3ed3f7cf,3ed3a000,413,1677375,1591
204,3d6c56d6,3ea00000,3cdd2f1b,3ed374bc,3ed34000,413,1677375,1591
205,3d6a209b,3ea00000,3cdd2f1b,3ed374bc,3ed2e000,412,1676208,1589
206,3d67ea60,3ea00000,3cdd2f1b,3ed2f1aa,3ed28000,411,1675916,1588
207,3d65c91d,3ea00000,3cd4fdf4,3ed26e98,3ed24000,411,1676208,1589
208,3d6392e2,3ea00000,3cdd2f1b,3ed26e98,3ed1c000,410,1676500,1590
209,3d61719f,3ea00000,3cd4fdf4,3ed1eb85,3ed18000,409,1679708,1592
210,3d5f6556,3ea00000,3ccccccd,3ed16873,3ed12000,408,1675334,1588
211,3d5d590c,3ea00000,3ccccccd,3ed0e560,3ed0c000,408,1674750,1589
212,3d5b4cc2,3ea00000,3ccccccd,3ed0e560,3ed06000,407,1708875,1618
213,3d594079,3ea00000,3ccccccd,3ed0624e,3ed00000,406,1706250,1615
214,3d574928,3ea00000,3cc49ba6,3ecfdf3b,3ecfc000,406,1715583,1626
215,3d553cde,3ea00000,3ccccccd,3ecfdf3b,3ecf6000,405,1711791,1622
216,3d535a86,3ea00000,3cbc6a7f,3ecf5c29,3ecf2000,405,1713542,1623
217,3d516335,3ea00000,3cc49ba6,3ecf5c29,3ecec000,404,1710917,1621
218,3d4f80dc,3ea00000,3cbc6a7f,3eced917,3ece8000,403,1708583,1619
219,3d4d9e84,3ea00000,3cbc6a7f,3ece5604,3ece2000,403,1711209,1622
220,3d4bbc2c,3ea00000,3cbc6a7f,3ece5604,3ecde000,402,1712666,1625
221,3d49d9d3,3ea00000,3cbc6a7f,3ecdd2f2,3ecd8000,401,1713833,1626
222,3d480c74,3ea00000,3cb43958,3ecd4fdf,3ecd4000,401,1724625,1637
223,3d463f14,3ea00000,3cb43958,3ecd4fdf,3ecce000,400,1719083,1632
224,3d4471b4,3ea00000,3cb43958,3ecccccd,3ecca000,400,1716167,1629
225,3d42b94e,3ea00000,3cac0831,3ecccccd,3ecc6000,399,1712958,1625
226,3d4100e7,3ea00000,3cac0831,3ecc49ba,3ecc2000,399,1714125,1626
227,3d3f3387,3ea00000,3cb43958,3ecc49ba,3ecbc000,398,1712667,1624
228,3d3d9019,3ea00000,3ca3d70a,3ecbc6a8,3ecb8000,397,1716750,1629
229,3d3bd7b2,3ea00000,3cac0831,3ecb4396,3ecb2000,397,1719084,1631
230,3d3a3444,3ea00000,3ca3d70a,3ecb4396,3ecb0000,396,1714708,1627
231,3d3890d6,3ea00000,3ca3d70a,3ecac083,3ecaa000,396,1715583,1628
232,3d36ed67,3ea00000,3ca3d70a,3ecac083,3eca6000,395,1721125,1634
233,3d3549f9,3ea00000,3ca3d70a,3eca3d71,3eca0000,395,1719084,1630
234,3d33bb84,3ea00000,3c9ba5e3,3eca3d71,3ec9e000,394,1712958,1626
235,3d322d0e,3ea00000,3c9ba5e3,3ec9ba5e,3ec9a000,394,1717625,1630
236,3d309e99,3ea00000,3c9ba5e3,3ec9ba5e,3ec96000,393,1712667,1626
237,3d2f1023,3ea00000,3c9ba5e3,3ec9374c,3ec90000,393,1713542,1626
238,3d2d96a7,3ea00000,3c9374bc,3ec9374c,3ec8e000,392,1709750,1621
239,3d2c0831,3ea00000,3c9ba5e3,3ec8b439,3ec88000,392,1709458,1621
240,3d2a8eb4,3ea00000,3c9374bc,3ec8b439,3ec86000,391,1714125,1627
241,3d291538,3ea00000,3c9374bc,3ec83127,3ec82000,391,1711791,1625
242,3d27b0b4,3ea00000,3c8b4396,3ec83127,3ec7e000,390,1714417,1627
243,3d263737,3ea00000,3c9374bc,3ec7ae14,3ec78000,390,1702458,1615
244,3d24d2b3,3ea00000,3c8b4396,3ec7ae14,3ec76000,389,1705666,1618
245,3d236e2f,3ea00000,3c8b4396,3ec72b02,3ec72000,389,1696334,1594
246,3d2209ab,3ea00000,3c8b4396,3ec72b02,3ec6e000,388,1675625,1589
247,3d20ba1f,3ea00000,3c83126f,3ec6a7f0,3ec6c000,388,1680875,1593
248,3d1f559b,3ea00000,3c8b4396,3ec6a7f0,3ec66000,387,1677084,1590
249,3d1e0610,3ea00000,3c83126f,3ec624dd,3ec64000,387,1676500,1590
250,3d1cb685,3ea00000,3c83126f,3ec624dd,3ec60000,387,1680875,1593
251,3d1b66f9,3ea00000,3c83126f,3ec624dd,3ec5c000,386,1682334,1595
252,3d1a176e,3ea00000,3c83126f,3ec5a1cb,3ec58000,386,1682917,1596
253,3d18dcdb,3ea00000,3c75c28f,3ec5a1cb,3ec58000,386,1678834,1592
254,3d178d50,3ea00000,3c83126f,3ec5a1cb,3ec52000,385,1678250,1591
255,3d1652bd,3ea00000,3c75c28f,3ec51eb8,3ec50000,385,1680000,1593
256,3d15182b,3ea00000,3c75c28f,3ec51eb8,3ec4c000,384,1675333,1589
257,3d13dd98,3ea00000,3c75c28f,3ec49ba6,3ec48000,384,1675334,1588
258,3d12a305,3ea00000,3c75c28f,3ec49ba6,3ec46000,384,1675625,1588
259,3d117d6b,3ea00000,3c656042,3ec49ba6,3ec44000,383,1678250,1590
260,3d1042d9,3ea00000,3c75c28f,3ec41893,3ec3e000,383,1675334,1589
261,3d0f1d3f,3ea00000,3c656042,3ec41893,3ec3c000,382,1676792,1589
262,3d0df7a5,3ea00000,3c656042,3ec39581,3ec3a000,382,1678833,1592
263,3d0cd20b,3ea00000,3c656042,3ec39581,3ec36000,382,1681167,1594
264,3d0bac71,3ea00000,3c656042,3ec39581,3ec32000,381,1673584,1587
265,3d0a9bd0,3ea00000,3c54fdf4,3ec3126f,3ec30000,381,1678541,1591
266,3d097636,3ea00000,3c656042,3ec3126f,3ec2c000,380,1673000,1585
267,3d086595,3ea00000,3c54fdf4,3ec28f5c,3ec2a000,380,1679125,1592
268,3d0754f3,3ea00000,3c54fdf4,3ec28f5c,3ec28000,380,1673584,1587
269,3d064452,3ea00000,3c54fdf4,3ec28f5c,3ec24000,379,1680583,1592
270,3d0533b1,3ea00000,3c54fdf4,3ec20c4a,3ec22000,379,1675042,1587
271,3d043809,3ea00000,3c449ba6,3ec20c4a,3ec20000,379,1676500,1590
272,3d032767,3ea00000,3c54fdf4,3ec20c4a,3ec1c000,378,1678833,1592
273,3d022bbf,3ea00000,3c449ba6,3ec18937,3ec1a000,378,1675916,1588
274,3d013016,3ea00000,3c449ba6,3ec18937,3ec18000,378,1673000,1586
275,3d00346e,3ea00000,3c449ba6,3ec18937,3ec14000,377,1677667,1591
276,3cfe718b,3ea00000,3c449ba6,3ec10625,3ec12000,377,1672416,1585
277,3cfc7a3a,3ea00000,3c449ba6,3ec10625,3ec0e000,377,1679708,1592
278,3cfa82e8,3ea00000,3c449ba6,3ec10625,3ec0c000,376,1674750,1587
279,3cf8b589,3ea00000,3c343958,3ec08312,3ec0a000,376,1675625,1588
280,3cf6e829,3ea00000,3c343958,3ec08312,3ec08000,376,1673875,1587
281,3cf4f0d8,3ea00000,3c449ba6,3ec08312,3ec04000,375,1680583,1593
282,3cf32379,3ea00000,3c343958,3ec00000,3ec02000,375,1677959,1591
283,3cf15619,3ea00000,3c343958,3ec00000,3ec00000,375,1676500,1589
284,3cef88b9,3ea00000,3c343958,3ec00000,3ebfe000,375,1674166,1587
285,3cede54b,3ea00000,3c23d70a,3ec00000,3ebfe000,375,1679708,1592
286,3cec17ec,3ea00000,3c343958,3ec00000,3ebfa000,374,1673000,1586
287,3cea4a8c,3ea00000,3c343958,3ebf7cee,3ebf6000,374,1678541,1592
288,3ce8a71e,3ea00000,3c23d70a,3ebf7cee,3ebf6000,374,1675042,1588
289,3ce6d9be,3ea00000,3c343958,3ebf7cee,3ebf2000,373,1677958,1592
290,3ce53650,3ea00000,3c23d70a,3ebef9db,3ebf0000,373,1674458,1587
291,3ce392e2,3ea00000,3c23d70a,3ebef9db,3ebee000,373,1679417,1592
292,3ce1ef74,3ea00000,3c23d70a,3ebef9db,3ebec000,373,1681459,1594
293,3ce04c06,3ea00000,3c23d70a,3ebef9db,3ebea000,372,1678542,1591
294,3cded289,3ea00000,3c1374bc,3ebe76c9,3ebe8000,372,1675625,1589
295,3cdd2f1b,3ea00000,3c23d70a,3ebe76c9,3ebe4000,372,1678250,1590
296,3cdbb59e,3ea00000,3c1374bc,3ebe76c9,3ebe4000,372,1674459,1587
297,3cda1230,3ea00000,3c23d70a,3ebe76c9,3ebe2000,371,1678541,1591
298,3cd898b3,3ea00000,3c1374bc,3ebdf3b6,3ebe0000,371,1670667,1585
299,3cd71f36,3ea00000,3c1374bc,3ebdf3b6,3ebde000,371,1676500,1590
300,3cd5a5b9,3ea00000,3c1374bc,3ebdf3b6,3ebdc000,371,1675333,1589
301,3cd4024b,3ea00000,3c23d70a,3ebdf3b6,3ebd8000,370,1680584,1593
302,3cd2b2c0,3ea00000,3c03126f,3ebd70a4,3ebd8000,370,1675042,1588
303,3cd13943,3ea00000,3c1374bc,3ebd70a4,3ebd6000,370,1677959,1591
304,3ccfbfc6,3ea00000,3c1374bc,3ebd70a4,3ebd4000,370,1675625,1588
305,3cce703b,3ea00000,3c03126f,3ebd70a4,3ebd4000,370,1676208,1589
306,3cccf6be,3ea00000,3c1374bc,3ebd70a4,3ebd0000,369,1673000,1586
307,3ccba733,3ea00000,3c03126f,3ebced91,3ebce000,369,1676208,1589
308,3cca2db6,3ea00000,3c1374bc,3ebced91,3ebcc000,369,1669791,1583
309,3cc8de2b,3ea00000,3c03126f,3ebced91,3ebcc000,369,1676500,1589
310,3cc78e9f,3ea00000,3c03126f,3ebced91,3ebca000,368,1675625,1588
311,3cc63f14,3ea00000,3c03126f,3ebc6a7f,3ebc6000,368,1680291,1593
312,3cc4ef89,3ea00000,3c03126f,3ebc6a7f,3ebc6000,368,1678542,1591
313,3cc39ffd,3ea00000,3c03126f,3ebc6a7f,3ebc4000,368,1679709,1593
